title_csv,artist_csv,spotify_song_id,title_db,artist_db,summary,similarity_score,section_snapshot
The Cause Of Christ,Kari Jobe,,The Cause Of Christ,Kari Jobe,worship_songs.csv differs in bridge (similarity 0.33) for this likely matching song.,0.33,db_bridge=2m 6m 1 5 2m 6m 1 5 | csv_bridge=2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5 2m 6m 1 5
The Garden,Kari Jobe,7HtF6IsvLL7dES6Gb5odxE,The Garden,Kari Jobe,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 b2 1 b2 6m 4 1 5 | csv_chorus=1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5
The Garden,kari job,7HtF6IsvLL7dES6Gb5odxE,The Garden,Kari Jobe,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 b2 1 b2 6m 4 1 5 | csv_chorus=1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5 1 b2 1 b2 6m 4 1 5
Four Days Late,Karen Peck And New River,5GVqSiVAiJRI3PIsTy8ppB,Four Days Late,Karen Peck & New River,worship_songs.csv differs in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=2/6 2 | csv_bridge=b2 6
He Is With Us,Love & The Outcome,0UDipmxZwr9IuWyQ0qDFRE,He Is With Us,Love & The Outcome,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 6m 4 6m 5 1 6m | csv_chorus=1 6m 4 6m 5 1 6m 1 6m 4 6m 5 1 6m
King Of My Heart,Love & The Outcome,4CtnTpiz5nxuFVLu5cVevP,King of My Heart,Love & The Outcome,worship_songs.csv differs in chorus (similarity 0.43) for this likely matching song.,0.43,db_chorus=1 6m 5 4 1 6m | csv_chorus=1 6m 4 5 1 6m 4 1 6m 4 5 1 6m 5
The God I Know,Love & The Outcome,1tBIPThiKk2Bkx1zDoY7oS,The God I Know,The Erwins,worship_songs.csv differs in bridge (similarity 0.31) for this likely matching song.,0.31,db_bridge=6m 5 1 4 6m 5 1 5 | csv_bridge=1 1 6m 6m 4 4 1 1 1 1 6m 6m 4 4 1 1
I'll Find You,Lecrae (Ft. Tori Kelly),,Ill Find You,LECRAE feat TORI KELLY -,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=4 5 6m 3m 4 4 5 6m 3m 4 4 5 6m 4 5 6m 3m 4 5 6m 3m | csv_chorus=6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 6m 5 1 4 6m 5 1 4 5 6m 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m
Boasting,LeCrae,,Boasting,Lecrae,worship_songs.csv differs in chorus (similarity 0.11) for this likely matching song.,0.11,db_chorus=6m 1 5 4 6m 1 5 4 5 | csv_chorus=2m 4 1 b7 2m 4 1 b7 1 2m 4 1 b7 2m 4 1 b7 1 2m 4 1 b7 2m 4 1 b7 1 2m 4 1 b7 2m 4 1 b7 1
"I""ll Find You",Lecrae,,Ill Find You,LECRAE feat TORI KELLY -,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=4 5 6m 3m 4 4 5 6m 3m 4 4 5 6m 4 5 6m 3m 4 5 6m 3m | csv_chorus=6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 6m 5 1 4 6m 5 1 4 5 6m 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m
Just Like You,Lecrae,2LdSGJ13cYo60zroZe81Nm,Just Like You,Lecrae,worship_songs.csv differs in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=4 2m 3 6m | csv_chorus=6m 4 2m 3 6m 6m 4 2m 3 6m 6m 4 2m 3 6m
"""Once and For All""",Lauren Daigle,,"""Once and For All""",Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=4 6m 1 4 6m 5 4 6m 5 1 4 6m 5 1 4 6m 1 5 1 4 5 1 1 4 4 6m 5 1 4 6m 5 1 4 1 5 6m 1 4 5 1 4 1 5 4 6m 5 1 4 6m 5 1 4 1 5 6m 1 4 5 6m 1 4 5 1 | csv_chorus=4 6m 1 4 6m 5 4 6m 5 1 4 6m 5 1 4 6m 1 5 1 4 5 1 1 4
How Can It Be,Lauren Daigle,,How Can It Be,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.28) for this likely matching song.,0.28,db_chorus=5 6m 5 1 5 6m 5 1 2 5 6m 5 1 | csv_chorus=5 1 3m 2 5 1 3m 1 5 1 3m 2 5 1 3m 2 5 1 3m 1 5 1 3m 2 5 1 3m 2 5 1 3m 1 5 1 3m 2
Once And For All,Lauren Daigle,,"""Once and For All""",Lauren Daigle,worship_songs.csv differs in intro (similarity 0.33) for this likely matching song.,0.33,db_intro=4 6m 1 4 6m 5 | csv_intro=1 2 5
Once And For All,Lauren Daigle,,"""Once and For All""",Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.13) for this likely matching song.,0.13,db_chorus=4 6m 1 4 6m 5 4 6m 5 1 4 6m 5 1 4 6m 1 5 1 4 5 1 1 4 4 6m 5 1 4 6m 5 1 4 1 5 6m 1 4 5 1 4 1 5 4 6m 5 1 4 6m 5 1 4 1 5 6m 1 4 5 6m 1 4 5 1 | csv_chorus=1 3m 2 5 1 3m 2 5 1 3m 5 2 1 2 5
Power To Redeem,Lauren Daigle,,Power To Redeem,Lauren Daigle,worship_songs.csv differs in intro (similarity 0.33) for this likely matching song.,0.33,db_intro=1 | csv_intro=1 6m 5
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.45) for this likely matching song.,0.45,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.45) for this likely matching song.,0.45,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.15) for this likely matching song.,0.15,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4
You Say,Lauren Daigle,,You Say,Lauren Daigle,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m 1 5 1 6m | csv_chorus=b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6 b3 5m 1m b6
Blessings,Laura Story,6lV8cAancMB859zfBUqpPZ,Blessings,Laura Story,worship_songs.csv differs in chorus (similarity 0.13) for this likely matching song.,0.13,db_chorus=1 5 6m 5 4 2m 1 4 1 | csv_chorus=5 2 3m 1 6m 5 1 5 2 3m 1 6m 5 1 2 1 5 5 2 3m 1 5 2 3m 1 6m 5 1 2 1 2 6m 6 5 2 1 2 7m 6m 6 5 2 1 2 5
Open Hands,Laura Story,5Azt1v0gQxdlnYg4UBSvah,Open Hands,Laura Story,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=4 1 5 5/2 4 1 5 5/2 4 1 5 6m 4 1 5 4/6 6m 5 1 | csv_chorus=4 1 5 5 4 1 5 5 4 1 5 6m 4 1 5 4 6m 5 4 6m 5 1 4 1 5 5 4 1 5 5 4 1 5 6m 4 1 5 4 6m 5 1 4 1 5 5 4 1 5 5 4 1 5 6m 4 1 5 4 6m 5 4 6m 5 1
Gospel Ship,Mylon LeFevre,,Gospel Ship,Mylon LeFevre,worship_songs.csv differs in chorus (similarity 0.09) for this likely matching song.,0.09,db_chorus=1 4 1 5 1 4 1 5 b7 7 1 | csv_chorus=6 2 6 3 6 2 6 3 5 b6 6
Tremble,Mosaic MSC,,Tremble,Mosaic MSC,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 5 4 1 5 4 1 5 4 6m 5 | csv_chorus=4 6m 5 4 6m 5 4 6m 5 4 6m 5
How Beautiful,MOSAIC,,How Beautiful,Mosaic MSC,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 5 6m 5 4 5 1 5 6m 5 4 5 1 1 5 6m 5 4 5 1 5 6m 5 4 5 1 1 5 6m 5 4 5 1 5 6m 5 4 5 1 | csv_chorus=1 5 6m 5 4 5 1 5 6m 5 4 5 1
A Childs Prayer,Misc Traditional,,A Childs Prayer,Misc Traditional,worship_songs.csv differs in intro (similarity 0.07) for this likely matching song.,0.07,db_intro=5 1 4 5 1 4 3 6m 2 5 1 4 5 1 4 3 6m 4m 1 5 1 5 1 4 5 1 4 3 6m 2 5 1 4 5 1 4 3 6m 4m 1 5 1 | csv_intro=1 4 5
Take The Name Of Jesus With You,Misc Praise Songs,,Take The Name Of Jesus With You,Misc Praise Songs,worship_songs.csv differs in chorus (similarity 0.20) for this likely matching song.,0.20,db_chorus=4 1 5 1 4 4 4 1 5 1 4 1 5 1 4 4 4 1 5 1 4 1 5 1 4 4 4 1 5 1 4 1 5 1 4 4 4 1 5 1 | csv_chorus=5 2 6 2 5 5 5 2 6 2 5 2 6 2 5 5 5 2 6 2 5 2 6 2 5 5 5 2 6 2 5 2 6 2 5 5 5 2 6 2
Feliz Navidad,Misc Christmas,,Feliz Navidad,Misc Christmas,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 4 5 1 6m 4 5 1 | csv_chorus=1 2 5 3m 1 2 5
All I Can Do Thank You,Mikeschair,0shVQUKS0dOq9lfocUhssI,All I Can Do (Thank You),MIKESCHAIR,worship_songs.csv differs in chorus (similarity 0.42) for this likely matching song.,0.42,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m | csv_chorus=b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1
A Million Lights,Michael W. Smith,2hvu6zNg5Xz8Rltp8psWFH,A Million Lights,Michael W. Smith,worship_songs.csv differs in bridge (similarity 0.12) for this likely matching song.,0.12,db_bridge=1 | csv_bridge=1 1 1 1 1 1 1 1
Agnus Dei,Michael W. Smith,,Agnus Dei,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.18) for this likely matching song.,0.18,db_chorus=5 1 5 1 5 4 4 5 1 5 1 5 4 4 5 1 | csv_chorus=5 1 5 1 4 1 6m b6 5 2m 1 4 2m 1 4 4 5 1 5 1 4 1 6m b6 5 2m 1 4 2m 1 4 5 1 2m 1 2m 2 5 1 5 1 4 1 6m b6 5 2m 1 4 2m 1 4 4 5 1 5 1 4 1 6m b6 5 2m 1 4 2m 1 4 4 5 1 5 1 4 1 6m b6 5 2m 1 4 2m 1 4 5 1 2
Agnus Dei,Michael W. Smith,,Agnus Dei,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.47) for this likely matching song.,0.47,db_chorus=5 1 5 1 5 4 4 5 1 5 1 5 4 4 5 1 | csv_chorus=5 1 5 1 4 1 6m 5 2m 1 4 2m 1 4 4 5 1 5 1 4 1 6m 5 2m 1 4 2m 1 4 5 1 5 1 2
Ancient Words,Michael W. Smith,,Ancient Words,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 5 4 1 4 5 6m 5 1 4 5 1 | csv_chorus=6 3 2 6 2 3 #4m 3 6 2 3 6
Awesome God,Michael W. Smith,089YdobV7859anDvVu1TsY,Awesome God,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.11) for this likely matching song.,0.11,db_intro=1 5/7 6m 4 | csv_intro=1 5 2 3m 1 5 6m 7m 3m 1 5 2 3m 1 5 6m 7m 3m
Awesome God,Michael W. Smith,089YdobV7859anDvVu1TsY,Awesome God,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.12) for this likely matching song.,0.12,db_intro=1 5/7 6m 4 | csv_intro=1 5 2 3m 1 5 6m 7m 3m 1 5 2 3m 1 5 2 3m
Draw me close to You,Michael W. Smith,,Draw me close to You,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=b3 b7 b6 b3 b7 b6 b6 b7 b3 b7 b6 b6 b6 b3 | csv_chorus=7 #4 3 7 #4 3 3 #4 7 #4 3 3 3 7
"More love, more power",Michael W. Smith,,More Love More Power,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 4 5 6m 4 5 4 5 6m 4 5 6m | csv_chorus=b6m b2 b3m b6m b2 b3m b6m b2 b3m b2 b2 b2
Surrounded Fight My Battles,Michael W. Smith,,Surrounded Fight My Battles,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 1 1 1 | csv_intro=1 4 1 4 1 4 1 4
You Wont Let Go,Michael W. Smith,6pDKmlwm9aVIXfnwAkx5bA,You Won’t Let Go,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=4 6m 5 6m 4 6m 5 1 4 6m 5 6m 4 6m 4 | csv_chorus=1 4 6m 5 4 4 6m 5 1 4 6m 5 4 4 4 4 6m 5 1 4 1 4 1 5 6m 5 1 4 1 4 1 5 6m 5 1 4 1 4 1 6m 5 1 4 1 4 1 5 1
A New Hallelujah,Michael W Smith,,A New Hallelujah,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.47) for this likely matching song.,0.47,db_chorus=4 1 4 1 6m 4 1 b2 1 1 b2 1 4 1 4 1 6m 4 1 b2 1 1 b2 1 1 b2 1 1 b2 1 | csv_chorus=4 1 4 1 6m 4 1 4 1 4 1 6m 4 1
Come Together Now,Michael W Smith,,Come Together Now,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.04) for this likely matching song.,0.04,db_intro=1 | csv_intro=1 6m 4 1 6m 4 1 5 6m 6m 4 1 6m 4 1 6m 4 1 5 6m 4 1 4 5
Hallelujah - Agnus Dei,Michael W Smith,,Hallelujah - Agnus Dei,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=6m 5 1 5 6m 5 1 5 | csv_intro=5m 4 b7 4
Live The Life,Michael W Smith,,Live The Life,Michael W. Smith,worship_songs.csv differs in intro (similarity 0.44) for this likely matching song.,0.44,db_intro=6m 7m 3 #4 1 2 2 3 b2m b3m #4 b6 7 b2 6m 7m 3 #4 1 2 2 3 b2m b3m #4 b6 7 b2 6m 7m 3 #4 1 2 2 3 b2m b3m #4 b6 7 b2 b6 b7 6 7 #4 b6 3 #4 1 2 7 b2 | csv_intro=6m 3 1 b3 b2m #4 7 6m 3 1 b3 b2m #4 7 6m 3 1 b3 b2m #4 7 b6 6 #4 3 7 7
Lord Have Mercy,Michael W Smith,,Lord Have Mercy,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.46) for this likely matching song.,0.46,db_chorus=2m 5 b2 1 1 4 6m 2m 5 b2 1 4 b6 5 2m 5 b2 1 1 4 6m 2m 5 b2 1 4 5 1 2m 5 b2 1 1 4 6m 2m 5 b2 1 4 b6 5 2m 5 b2 1 1 4 6m 2m 5 b2 1 4 5 1 | csv_chorus=6m 2 b6 5 5 1 3m 6m 2 b6 5 1 2 6m 2 b6 5 5 1 3m 6m 2 b6 5 1 2 5 6m 2 b6 5 5 1 3m 6m 2 b6 5 1 2 6m 2 b6 5 5 1 3m 6m 2 b6 5 1 2 5
Mighty To Save,Michael W Smith,,Mighty To Save,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=5 2 1 5 3m 2 5 2 1 5 3m 2 5 | csv_chorus=1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4
Mighty To Save,Michael W Smith,,Mighty To Save,Michael W. Smith,worship_songs.csv differs in bridge (similarity 0.11) for this likely matching song.,0.11,db_bridge=1 5 2 1 5 2 | csv_bridge=4 1 5 5 6m 4 1 5 5 6m 4 1 5 5 6m 4 1 5 4 1 5 5 6m 4 1 5 5 6m 4 1 5 5 6m 4 1 5
Mighty To Save,Michael W Smith,,Mighty To Save,Michael W. Smith,worship_songs.csv differs in bridge (similarity 0.22) for this likely matching song.,0.22,db_bridge=1 5 2 1 5 2 | csv_bridge=4 1 5 5 6m 4 1 5 5 6m 4 1 5 5 6m 4 1 5
Take Me Over,Michael W Smith,,Take Me Over,Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.44) for this likely matching song.,0.44,db_chorus=1 6m 5 4 1 6m 5 4 1 1 6m 5 4 1 6m 5 4 1 | csv_chorus=5 3m 2 1 5 3m 2 1 5 5 3m 2 1 5 3m 2 1 5
You Are Holy Prince Of Peace,Michael W Smith,,You Are Holy (Prince Of Peace),Michael W. Smith,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 4 5 | csv_intro=1 4 2m 1 4 5
You Are Holy Prince Of Peace,Michael W Smith,,You Are Holy (Prince Of Peace),Michael W. Smith,worship_songs.csv differs in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 2 4 5 5 | csv_chorus=1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 5 4 1
Dry Bones,Michael Gungor,,Dry Bones,Gungor,worship_songs.csv differs in chorus (similarity 0.48) for this likely matching song.,0.48,db_chorus=6m 4 1 3 3 6m 4 1 3 3 6m 6 4 6 4 | csv_chorus=6m 4 1 3 6m 4 1 3 6m 6m 4 1 3 6m 4 1 3 6m 6m 4 1 6m 6m 4 1 3 6m
In Christ Alone,Michael English,,In Christ Alone,Michael English,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 1 2m 4 | csv_intro=4 1 b7 1 b7 b6
Be lifted,Micah Tyler,3QiTdjdOSTbt53YCvsaNY3,Be Lifted,Micah Stampley,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 1 5 | csv_chorus=1 3m 5 2
Different,Micah Tyler,0HGGx9fQ55LFw5QFIB5MKp,Different,Micah Tyler,worship_songs.csv differs in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=4 1 6m 5 4 5 6m 4 5 1 | csv_chorus=1 4 1 6m 5 4 6m 4 5 1 4 1 1 4 1 6m 5 4 6m 4 1 1 4 1 6m 5 4 6m 4 5 1 4 1
Different,Micah Tyler,0HGGx9fQ55LFw5QFIB5MKp,Different,Micah Tyler,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 6m 5 4 5 6m 4 5 1 | csv_chorus=4 1 6m 5 4 6m 4 5 1 4 1 6m 5 4 6m 4 5 4 1 6m 5 4 6m 4 5 6m 5 1 4 5
Never Been A Moment,Micah Tyler,7rC5fxyrbNDRymrH7OwSxE,Never Been a Moment,Micah Tyler,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=4 1 6m 5 | csv_intro=1 5 3m 2
Never Been A Moment,Micah Tyler,7rC5fxyrbNDRymrH7OwSxE,Never Been a Moment,Micah Tyler,worship_songs.csv differs in chorus (similarity 0.17) for this likely matching song.,0.17,db_chorus=4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 | csv_chorus=1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2 1 5 3m 2
Dear Younger Me,Mercy Me,,Dear Younger Me,Mercy Me,worship_songs.csv differs in bridge (similarity 0.30) for this likely matching song.,0.30,db_bridge=1 1 1 6m 4 1 1 6m 5 4 1 6m 5 4 1 1 1 6m 4 1 | csv_bridge=5 5 5 3m 1 5 5 3m 2 1 5 3m 2 1 5 5 5 3m 1 5
Here With Me,Mercy Me,,Here With Me,Mercy Me,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 5m b7 4 1 5m b7 4 1 5m b7 4 | csv_chorus=1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4 1 5m b7 4
I Can Only Imagine,Mercy Me,,I Can Only Imagine,Mercy Me,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 5 6m 1 4 2m 5 5 1 3m 6m 1 4 1 5 1 4 1 | csv_chorus=4 5 1 4 5 1 4 5 1
I Heard The Bells On Christmas Day,Mercy Me,,I Heard The Bells On Christmas Day,Mercy Me,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=1 | csv_intro=2
There Is A Redeemer,Melody Green,,There Is A Redeemer,Keith Green,worship_songs.csv differs in chorus (similarity 0.18) for this likely matching song.,0.18,db_chorus=1 1 4 1 4 1 5 1 2m 1 4 1 2m 5 1 5 | csv_chorus=5 5 1 5 1 2 5 2 5 b6 5 1 5 b6 5 1 2 5 5 b6 5 1 5 2 5 1 2 5 2 5 b6 5 1 5 b6 5 1 2 5 5 b6 5 1 5 2 5 1 2 5 2 5 b6 5 1 5 b6 5 1 2 5
I Thank God,Maverick City Music,,I Thank God,Maverick City Music,worship_songs.csv differs in bridge (similarity 0.25) for this likely matching song.,0.25,db_bridge=1 1 1 1 1 1 1 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 | csv_bridge=1 1 5 6m 4 1
All In,Matthew West,3x5nSZ4AU8GmneYroBfT1p,All In,Matthew West,worship_songs.csv differs in chorus (similarity 0.26) for this likely matching song.,0.26,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m | csv_chorus=4 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 6m 1 5 6m 1 5 6m 1 5 6m 1 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1
Becoming Me,Matthew West,4UIKecHJRFBtOg3FjHPbrO,Becoming Me,Matthew West,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 1 4 1 5 1 6m 4 1 5 1 6m 4 1 5 1 | csv_chorus=4 1 4 1 5 1 6m 4 1 5 1 6m 4 1 5 1 4 1 4 1 5 1 6m 4 1 5 1 6m 4 1 5 1
Broken Things,Matthew West,4v8GJxLdvUiN7R31cKcmNL,Broken Things,Matthew West,worship_songs.csv differs in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=2m 4 6m 1 4 1 2m 4 6m 4 1 | csv_chorus=1 2m 4 5 6m 1 4 1 2m 4 6m 4 1 2 1 2m 4 5 6m 1 4 1 2m 4 1 6m 4 1 2
Do Something,Matthew West,0APRAco4v5z0EjMnK0vw3P,Do Something,Matthew West,worship_songs.csv differs in bridge (similarity 0.29) for this likely matching song.,0.29,db_bridge=3m 1 5 3m 1 2 | csv_bridge=6m 4 1 6m 4 5 5
Hello My Name Is,Matthew West,2XEdrmqNM9ZQQ24ViuceB0,"Hello, My Name Is",Matthew West,worship_songs.csv differs in intro (similarity 0.17) for this likely matching song.,0.17,db_intro=3m 1 5 3m 1 5 | csv_intro=6m 4 1
"Hello, My Name Is",Matthew West,2XEdrmqNM9ZQQ24ViuceB0,"Hello, My Name Is",Matthew West,worship_songs.csv differs in bridge (similarity 0.29) for this likely matching song.,0.29,db_bridge=3m 1 5 3m 1 | csv_bridge=1 6m 2m 4 1 6m 2m
Mended,Matthew West,6CCZywPBScscwjJbKYmOiZ,Mended,Matthew West,worship_songs.csv differs in intro (similarity 0.12) for this likely matching song.,0.12,db_intro=3m 1 5 3m 1 5 | csv_intro=6m 4 1 6m 4 1 6m 4 1 6m 4 6m 4 1 6m 4 1
Mercy Is A Song,Matthew West,1yNInj2X42ZqQG6PUE57QV,Mercy Is A Song,Matthew West,worship_songs.csv differs in chorus (similarity 0.29) for this likely matching song.,0.29,db_chorus=6m 4 1 6m 4 1 6m 4 1 5 4 1 | csv_chorus=6m 4 1 6m 4 1 6m 4 1 5 4 1 6m 4 1 6m 4 1 6m 4 1 5 4 6m 5 4 4 2m 4 6m 4 1 6m 4 1 6m 4 1 5 4 1
Safe And Sound,Matthew West,2gjdOPKyBdSTd3bepecmyZ,Safe And Sound,Matthew West,worship_songs.csv differs in chorus (similarity 0.35) for this likely matching song.,0.35,db_chorus=5 1 4 1 5 1 4 5 1 4 1 4 1 5 5 1 | csv_chorus=5 4 5 4 5 4 4 5 5 4 5 5 4 4 5 5 4 5 5 4 4 5 4 5 4 5
Save A Place For Me,Matthew West,,Save A Place For Me,Matthew West,worship_songs.csv differs in bridge (similarity 0.17) for this likely matching song.,0.17,db_bridge=5 6m 4 5 6m 4 1 5 6m 4 4 6m | csv_bridge=1 2m b7 1 2m b7 4 1 2m b7 b7 2m
Strong Enough,Matthew West,3b6yQRfPf0wPiEKCTA46ZO,Strong Enough,Matthew West,worship_songs.csv differs in chorus (similarity 0.04) for this likely matching song.,0.04,db_chorus=6m 5 2m 3 | csv_chorus=b2 #4 6m 4 b2 #4 6m #4 1 #4 6m 4 b2 #4 6m 4 b2 #4 6m #4 1 #4 6m 4
