file_name,title,author,spotify_song_id,artist_name_db,track_name_db,summary,similarity_score,section_snapshot,opensong_source_path
high priest i48402,High Priest,Rivers & Robots,5f36B77R5uSj8A3aTxqQJC,Rivers & Robots,High Priest,OpenSong comparison found a low similarity in verse (similarity 0.21) for this likely matching song.,0.21,db_verse=1 5 1 5 | opensong_verse=1 5 4 1 5 4 1 5 4 1 5 4 1 6m 5 1 6m 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\high priest i48402
history maker i42168,History Maker,Martin Smith,,Martin Smith,History Maker,OpenSong comparison found a low similarity in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=4 1 6m 4 4 1 6m 4 4 5 6m 4 1 5 6m 4 1 5 6m 4 6m 4 6m 4 6m 4 6m 4 5 4 1 5 6m 4 | opensong_chorus=1 6m 4 2 1 6m 4 2 1 5 6m 4 1 5 6m 4 1 5 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\history maker i42168
holding nothing back i48433,Holding Nothing Back,Jesus Culture,,Jesus Culture,Holding Nothing Back,OpenSong comparison found a low similarity in chorus (similarity 0.24) for this likely matching song.,0.24,db_chorus=4 6m 5 4 6m 5 1 5 6m 4 5 1 5 6m 4 5 4 | opensong_chorus=1 3m 1 3m 5 3m 5 3m 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\holding nothing back i48433
holy and anointed one i113,Holy and Anointed One,John Barnett,,John Barnett,Holy and Anointed One,OpenSong full progression differs strongly from current canonical progression (similarity 0.19).,0.19,db_reference=4 1 4 1 4 6m 4 5 | opensong_full=1 3m 4 1 5 4 1 5 4 2m 1 5 1 1 3m 4 1 5 4 1 5 4 2m 1 5 1 1 4 1 4 1 4 6m 2 4 5 1 3m 4 1 5 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\holy and anointed one i113
holy forever i104500,Holy Forever,Chris Tomlin,1bfRXeYRGJF8aCxUpQ4yOq,Chris Tomlin,Holy Forever,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 5 1/3 6m 2m 5 1 b2 1 | opensong_chorus=4 6m 5 1 6m 2m 5 1 4 6m 5 1 6m 2m 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\holy forever i104500
home i46180,Home,Bethel Music,,Bethel Music,Home,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=5m b3 b7 1m b3 5m b7 1m b3 b7 5m b3 b7 b3 1m 5m b7 2m b3 1m b7 2m | opensong_chorus=1 5 6m 1 5 2 6m 1 5 1 5 1 6m 5 7m 2 1 6m 5 7m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\home i46180
home i47479,Home,Chris Tomlin,,Chris Tomlin,Home,OpenSong full progression differs strongly from current canonical progression (similarity 0.32).,0.32,db_reference=1 3m 6m 5 4 1 3m 6m 5 4 1 1 5 6m 4 1 5 6m 4 1 3m 6m 5 4 1 3m 6m 5 4 | opensong_full=1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 1 6m 4 1 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 6m 4 1 4 1 4 1 2m 6m 4 4m 6m 4 6m 4 1 3m 6m 4 1 3m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\home i47479
hosanna i1838,Hosanna,Brooke Fraser,,Brooke Fraser,Hosanna,OpenSong comparison found a low similarity in chorus (similarity 0.06) for this likely matching song.,0.06,db_chorus=1 4 5 6m 4 6m 5 1 4 5 6m 4 5 6m 1 4 5 6m 4 6m 5 1 4 5 6m 4 5 6m 1 4 5 6m 4 6m 5 1 4 5 6m 4 5 6m 1 4 5 6m 4 6m 5 1 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 1 | opensong_chorus=2m b3 4 5m b3 5m 4 2m b3 4 5m b3 4 5m b7 1m 2m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\hosanna i1838
how great is our god i37,How Great Is Our God,"Jesse Reeves, Ed Cash, Chris Tomlin",,Chris Tomlin,How Great Is Our God,OpenSong full progression differs strongly from current canonical progression (similarity 0.15).,0.15,db_reference=1 6m 5 1 | opensong_full=1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 1 6m 4 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\how great is our god i37
how majestic i47415,How Majestic,Kari Jobe,,Kari Jobe,How Majestic,OpenSong full progression differs strongly from current canonical progression (similarity 0.27).,0.27,db_reference=5 1 5 1 3m 1 5 1 | opensong_full=1 1 3m 3m 1 1 3m 3m 1 3m 1 5 1 5 1 3m 1 5 1 1 1 3m 1 5 3m 1 5 3m 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\how majestic i47415
i am a christian i49036,I Am A Christian,NewSong,1oPUjvJ1CdL6lG14s7jihw,Newsong,I Am a Christian,OpenSong full progression differs strongly from current canonical progression (similarity 0.00).,0.00,db_reference=5 4 1 4 1 5 1 5 4 1 4 5 1 4 5 1 | opensong_full=b7m b7 b7 b7 b7m b7 b7 b7m b7 b7 b7m b7 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i am a christian i49036
i am i93528,I am,Eddie James,,Eddie James,I Am,OpenSong comparison found a low similarity in chorus (similarity 0.21) for this likely matching song.,0.21,db_chorus=1 4 6m 5 5 4 1 4 6m 5 | opensong_chorus=1 4 6m 5 1 4 6m 5 7m b2 #4 b7m b6 b2 #4 b7m 6 2 5 7m 6 2 5 7m b7 7m b3 b6 1m b7 b3 b6 1m b7 b3 b6 1m b7 b3 b6 1m b7 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i am i93528
i belong to you i25677,I Belong To You,Bethel Music,,Bethel Music,I Belong To You,OpenSong full progression differs strongly from current canonical progression (similarity 0.11).,0.11,db_reference=1 6m 5 4 5 | opensong_full=1 4 1 4 1 1 4 1 1 4 1 1 4 1 2m 1 1 4 1 2m 1 4 1 4 2m 6m 5 2m 6m 5 7 7 2m 6m 5 4 2m 7 1 1 4 7 7 1 4 7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i belong to you i25677
i can only imagine i42189,I Can Only Imagine,"Bart Millard, MercyMe",6AVQ6VcELuOxkF66ShKXV3,Bart Millard,I Can Only Imagine,OpenSong comparison found a low similarity in verse (similarity 0.44) for this likely matching song.,0.44,db_verse=1 4 4/5 1 4 4/5 1 1 4 | opensong_verse=1 1 4 1 1 4 1 4 1 1 4 1 1 4 1 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i can only imagine i42189
i cant believe i47553,I Can't Believe,Elevation Worship,,Elevation Worship,I Cant Believe,OpenSong full progression differs strongly from current canonical progression (similarity 0.02).,0.02,db_reference=1 6m 5 6m 4 1 6m 5 6m 4 6m 5 1 1 6m 5 6m 4 1 6m 5 6m 4 5 4 5 4 1 6m 5 6m 4 1 6m 5 6m 4 1 1 6m 5 6m 4 1 6m 5 6m 4 | opensong_full=1m b7 b3 b6 b7 1m b7 b3 7 b6 b7 b3 1m b7 1m b6 b3 1m b7 1m b6 1m 1m b7 b3 b6 b7 1m b7 b3 1 b6 b7 b7 b3 b6 1m 7 b7 b3 b6 b3 b7 b3 b6 1m 7 b7 b3 b6 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i cant believe i47553
i give you my heart i62,I give you my heart,"Hillsong, Reuben Morgan",,Hillsong Live,I Give You My Heart,OpenSong comparison found a low similarity in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 5m 5m 4 4 1 5m 5m 4 | opensong_chorus=1 5 2m 4 5 1 1 5 2m 4 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i give you my heart i62
i stand in awe i46650,I Stand In Awe,Jesus Culture,,Jesus Culture,I Stand In Awe,OpenSong full progression differs strongly from current canonical progression (similarity 0.26).,0.26,db_reference=1 6m 4 1 6m 4 1 6m 4 1 6m 4 | opensong_full=1 4 1 4 1 4 1 4 4 5 6m 1 4 5 6m 1 4 1 6m 4 1 6m 4 1 1 6m 4 1 6m 4 1 1 6m 4 1 6m 4 5 4 5 6m 1 4 5 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i stand in awe i46650
i surrender i2121,I surrender,Hillsong United,,Hillsong United,I Surrender,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 1 5 2m 6m 1 5 2m | opensong_chorus=4m b6 b7m b2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i surrender i2121
i will boast in christ i47188,I Will Boast In Christ,Hillsong Worship,,Hillsong Worship,I Will Boast In Christ,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 5 6m 4 5 1 5 6m 4 5 1 5 6m 4 5 1 5 6m 4 5 1 1 5 6m 4 5 1 5 6m 4 5 | opensong_chorus=b3 3 b3 b7 1m b6 b7 b3 3 b3 b7 1m b6 b3 b7 b3 b7 3 b3 b7 1m b6 b7 b3 b6 b7 b3,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i will boast in christ i47188
i will rise i42209,I Will Rise,"Chris Tomlin, Jesse Reeves, Louie Giglio, Matt Maher",,Chris Tomlin,I Will Rise,OpenSong comparison found a low similarity in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=5 2 3m 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 1 5 2 3 5 2 3m 1 5 2 3m 2 1 5 2 3m 1 5 2 3m 1 5 1 5 2 3 5 2 3m 1 5 2 3m 1 5 1 5 2 3 | opensong_chorus=1 5 6m 4 1 5 6m 4 1 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\i will rise i42209
id rather have jesus i42212,I'd Rather Have Jesus,"Rhea F. Miller, George Beverly Shea, Rhea F. Miller & George Beverly Shea",5O1GddEwsHW7qM7qv9r7Jn,George Beverly Shea,I'd Rather Have Jesus,OpenSong comparison found a low similarity in verse (similarity 0.00) for this likely matching song.,0.00,db_verse=1 1 4 1 1/3 4 #4m 5 1 1 4 1 5m/b7 6 6 4m/b6 1/5 5 1 5 6m 4 1 5 4/1 1 1/b7 4/6 1/5 5 5 5 1 1 4 1 1/3 4 #4m 5 1 1 4 1 5m/b7 6 6 4m/b6 1/5 5 6m 4 1 5 4/1 1 1 4 1 1/3 4 #4m 5 1 1 4 1 5m/b7 6 6 4m/b6 1/5 5 6m 4 1 5 4/1 1 1/b7 4/6 1/5 5 5 5 1 | opensong_verse=7 3 7 7 7 #4 7 #4 7 3 7 7 7 7 #4 7 7 3 7 7 7 #4 7 #4 7 3 7 7 7 7 #4 7 7 3 7 7 7 #4 7 #4 7 3 7 7 7 7 #4 7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\id rather have jesus i42212
ill fly away i42213,I'll Fly Away,"Joey+Rory, Albert E. Brumley",,Albert E. Brumley,I'll Fly Away,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 4 1 1 6m 1 5 1 1 4 1 1 6m 1 5 1 | opensong_chorus=1 4 1 1 6m 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\ill fly away i42213
in control i47185,In Control,Hillsong Worship,,Hillsong Worship,In Control,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 4 5 6m 1 1 5 6m 5 4 1 5 6m 5 4 | opensong_chorus=b7 b3 b7 1m b7 b6 b3 b7 1m b7 b6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\in control i47185
in tenderness i104311,In Tenderness,Citizens,30bCufjVlIp2ASQcyQG5fK,Citizens,In Tenderness,OpenSong comparison found a low similarity in verse (similarity 0.32) for this likely matching song.,0.32,db_verse=4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 | opensong_verse=4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 #4 4 6m 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\in tenderness i104311
in the garden i42223,In the Garden,C. Austin Miles,,C.Austin Mles,In The Garden,OpenSong comparison found a low similarity in chorus (similarity 0.48) for this likely matching song.,0.48,db_chorus=1 5 4 1 5 4 1 5 1 1 4 1 5 1 6m 2 5 1 5 4 1 5 1 | opensong_chorus=1 5 4 5 1 2m 1 3 6m 4 b3 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\in the garden i42223
in the light i42224,In the Light,Charlie Peacock,,charlie peacock,In The Light,OpenSong comparison found a low similarity in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=1 5 4 1 1 2 3m 1 1 1 5 2 4 1 1 1 1 1 5 2 3m b7 1 1 b7 1 1 2 3m 1 1 1 1 2 3m 1 1 1 1 1 b2 b2 b7 4 b2 b7 b3 1 b3 1 1 b7 1 1 1 b7 1 b7 1 1 1 1 b7 1 b7 b7 | opensong_chorus=b3 b7 4 5m 3 b3 b7 4 b3 b7 4 5m b3 4 5m b3 4 5m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\in the light i42224
in the river i46637,In The River,Jesus Culture,,Jesus Culture,In The River,OpenSong full progression differs strongly from current canonical progression (similarity 0.24).,0.24,db_reference=1 6m 3m 1 6m 3m 5 1 6m 3m 1 6m 3m 5 | opensong_full=1 6m 7 3m 5 7 1 6m 3m 5 1 6m 7 3m 5 1 6m 3m 5 1 6m 3m 5 1 6m 3m 5 1 6m 7 3m 5 7 1 6m 7 3m 5 7 1 6m 3m 5 1 6m 3m 5 7 7 1 6m 3m 5 1 6m 3m 5 7 7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\in the river i46637
intoxicating i42229,Intoxicating,David Crowder,,David Crowder Band,Intoxicating,OpenSong comparison found a low similarity in chorus (similarity 0.23) for this likely matching song.,0.23,db_chorus=1 4 1 4 1 4 1 4 6m b7 6m b7 6m b7 6m b6 5 1 6m b7 6m b7 6m b7 6m b6 5 #4 4 4 | opensong_chorus=5 1 5 1 5 1 5 1 5 1 5 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\intoxicating i42229
it is well i45923,It Is Well,Bethel Music,,Bethel Music,It Is Well,OpenSong full progression differs strongly from current canonical progression (similarity 0.26).,0.26,db_reference=4 5 6m 4 5 6m 4 5 6m b6 5 1 5 6m 4 5 6m 4 5 6m 4 5 6m b6 5 | opensong_full=1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 b6 5 6m 4 5 6m 4 5 1 4 5 6m 4 5 6m 4 5 6m b6 5 4 5 6m 4 5 6m 4 5 6m b6 5 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\it is well i45923
its christmas i46482,It's Christmas,Chris Tomlin,,Chris Tomlin,It's Christmas,OpenSong full progression differs strongly from current canonical progression (similarity 0.17).,0.17,db_reference=1 4 1 4 1 4 1 2m 5 1 4 1 4 1 2m 1 | opensong_full=1 4 1 1 1 5 b2 1 1 4 1 4 1 1 1 4 1 5 b2 1 1 4 1 4 1 1 1 4 1 4 1 4 1 1 4 1 4 1 1 1 4 1 5 b2 1 1 4 1 4 1 1 1 4 1 4 1 4 1 1 4 1 4 1 1 1 1 4 1 1 4 1 4 1 4 1 1 4 1 4 1 1 1 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\its christmas i46482
jesus all for jesus i64231,"Jesus, all for Jesus",Robin Mark,,Mark Robin,Jesus All For Jesus,OpenSong full progression differs strongly from current canonical progression (similarity 0.03).,0.03,db_reference=4 1 4 1 5 | opensong_full=2 5 2 6 6m 7m 6 2 5 2 6 6m 2 2 2 2 5 2 6 7m 6 2 5 2 6 2 2 2 5 2 6m 5 2 6 6m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus all for jesus i64231
jesus have it all i98512,Jesus Have It All,Jeremy Riddle,23jmZ11lImNxh6q7z11NNy,Jeremy Riddle,Jesus Have It All,OpenSong comparison found a low similarity in verse (similarity 0.05) for this likely matching song.,0.05,db_verse=b3/#4 6m 1 5 | opensong_verse=1 3m 2 6m 1 3m 2 6m 5 2 6m 1 5 5 2 7 1 6m 1 5 1 3m 2 6m 1 3m 2 6m 1 5 2 6m 1 5 5 2 6m 1 5 1 3m 2 6m 1 3m 2 6m 1 1 3m 2 6m 1 1 3m 2 6m 1 3m 2 6m 1 3m 2 6m 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus have it all i98512
jesus i need you i46443,Jesus I Need You,Hillsong Worship,,Hillsong Worship,Jesus I Need You,OpenSong full progression differs strongly from current canonical progression (similarity 0.35).,0.35,db_reference=1 4 1 5 6m 4 1 6m 5 | opensong_full=1 4 1 5 6m 4 1 5 1 1 4 1 5 6m 4 1 6m 5 6m 4 1 5 6m 4 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus i need you i46443
jesus we love you i46177,Jesus We Love You,Bethel Music,,Bethel Music,Jesus We Love You,OpenSong comparison found a low similarity in chorus (similarity 0.18) for this likely matching song.,0.18,db_chorus=5 6m 4 5 4 1 4 1 6m 5 4 5 6m 4 5 4 1 4 1 4 1 4 6m 5 4 6m 5 4 6m 5 4 6m 5 1 | opensong_chorus=2 3m 1 2 1 1 2 3m 1 2 1 1 1 1 3m 2 1 3m 2 1 3m 2 1 3m 2,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\jesus we love you i46177
joy to the world i1476,Joy to the World,"Handel, George Frederick (1685-1759), Watts, Isaac (1674-1748), Hillsong Worship",,Hillsong Worship,Joy to the World,OpenSong full progression differs strongly from current canonical progression (similarity 0.19).,0.19,db_reference=1 1 4 4 4 4 1 1 4 4 4 4 4 6m 6m 6m 4 | opensong_full=1 2m 1 5 1 4 5 1 1 1 5 1 4 1 2m 1 5 1 1 2m 1 5 1 4 5 1 1 1 5 1 4 1 2m 1 5 1 1 2m 1 5 1 4 5 1 1 1 5 1 4 1 2m 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\joy to the world i1476
just be held i45716,Just Be Held,Casting Crowns,,Casting Crowns,Just Be Held,OpenSong full progression differs strongly from current canonical progression (similarity 0.07).,0.07,db_reference=1 5 1 4 1 5 6m 4 6m 4 1 2m 6m 4 1 5 | opensong_full=1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b3 b7 1m b6 b3 b7 1m b6 b3 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1 1m b6 b3 b7 4 1m b3 b6 4 1m b3 b6 4 1m b3 5m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\just be held i45716
kind i48381,Kind,Amanda Cook,,Amanda Cook,Kind,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 1 4 6m 1 4 6m 1 4 2m 6m 1 4 2m 6m 1 4 6m 1 4 6m 1 4 2m 6m 1 4 2m | opensong_chorus=1m b3 b6 1m b3 b6 1m b3 b6 4m 1m b3 b6 4m 1m b3 b6 1m b3 b6 1m b3 b6 4m 1m b3 b6 4m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\kind i48381
king i42257,King,Audio Adrenaline,,Audio Adrenaline,King,OpenSong comparison found a low similarity in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 4 5 1 1m 1 4 1 1 4 5 6m 5 4 1 1 4 5 6m 5 4 1 4 5 1 1m 1 4 1 4 5 1 1m 1 4 1 4 5 1 1m 1 4 1 4 5 1 1m 1 4 1 4 5 1 1m 1 4 1 4 5 1 1m 1 5 | opensong_chorus=1 1 4 5 6m 5 4 5 1 1 4 5 6m 5 4 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king i42257
king of glory i42258,King of Glory,Chris Tomlin,,Chris Tomlin,King Of Glory,OpenSong comparison found a low similarity in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=1 4 6m 1 | opensong_chorus=1 4 6m 4 1 1 4 6m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of glory i42258
king of glory i42259,King of Glory,"Mac Powell, Brad Avery, David Carr, Mark Lee, Tai Anderson",,Mack Powell,King Of Glory,OpenSong full progression differs strongly from current canonical progression (similarity 0.28).,0.28,db_reference=4 6m 5 4 1 | opensong_full=1 1 1 1 1 1 4 6m 5 4 1 1 4 6m 4 1 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of glory i42259
king of kings i75720,King of Kings,Hillsong Worship,,Hillsong Worship,King of Kings,OpenSong comparison found a low similarity in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 4 6m 1 5 1 4 6m 4 5 1 1 4 6m 1 5 1 4 6m 4 5 1 | opensong_chorus=1 4 6m 1 5 1 4 6m 4 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of kings i75720
king of kings majesty i1951,"King of kings, majesty",Jarrod Cooper,,Jarrod Cooper,"King Of Kings, Majesty",OpenSong comparison found a low similarity in chorus (similarity 0.40) for this likely matching song.,0.40,db_chorus=4 1 2m 1 b7 4 5m 1 4 1 2m 1 b7 1 4 | opensong_chorus=1 5 6m 4 5 6m 5 1 5 6m 4 1 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of kings majesty i1951
king of my heart i46857,King of my heart,John Mark McMillan & Sarah McMillan,,John Mark McMillan,King Of My Heart,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=6m 5 4 1 6m 5 4 1 | opensong_chorus=1m b7 b6 b3 1m b7 b6 b3 1m b7 b6 b3 1m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\king of my heart i46857
lamb of god i42264,Lamb of God,Chris Tomlin,,Chris Tomlin,Lamb Of God,OpenSong comparison found a low similarity in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 2m b7 4 2 1 | opensong_chorus=5 6m 4 1 6 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lamb of god i42264
lay me down i48951,Lay Me Down,Chris Tomlin,3SpEJEJtn8EE0EzGY6xDdD,Chris Tomlin,Lay Me Down,OpenSong comparison found a low similarity in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=4 1 5 6m 5 4 1 5 4 1 5 6m 5 4 1 5 6m 5/7 1 | opensong_chorus=b6 b3 b7 1m b7 b6 b3 b7 b6 b3 b7 1m b7 b6 b3 b7,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lay me down i48951
let it all out i42273,Let It All Out,Relient K,0adMu6KV0XZcSJ1NtRzARu,Relient K,Let It All Out,OpenSong comparison found a low similarity in verse (similarity 0.45) for this likely matching song.,0.45,db_verse=1 3m 4 1 3m 4 1 4 6m 5 5/7 4 6m 5 4 6m 5 5/7 4 5 | opensong_verse=1 3m 4 1 1 3m 4 1 1 3m 4 1 1 3m 4 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let it all out i42273
let the river flow i42278,Let the River Flow,Darrell Evans,,Darrell Evan,Let The River Flow,OpenSong comparison found a low similarity in chorus (similarity 0.26) for this likely matching song.,0.26,db_chorus=1 5 4 5 1 5 4 5 1 5 4 5 1 5 4 5 2m 4 1 | opensong_chorus=1 4 1 4 2m,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let the river flow i42278
let there be light i47184,Let There Be Light,Hillsong Worship,,Hillsong Worship,Let There Be Light,OpenSong comparison found a low similarity in bridge (similarity 0.27) for this likely matching song.,0.27,db_bridge=1 2m 6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 6m | opensong_bridge=1 2m 6m 4,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let there be light i47184
let there be light i48395,Let there be light,Bryan & Katie Torwalt,,Bryan And Katie Torwalt,Let There Be Light,OpenSong full progression differs strongly from current canonical progression (similarity 0.24).,0.24,db_reference=4 2m 6m 1 3m 4 2m 6m 1 3m | opensong_full=1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 4 2m 6m 1 3m 4 2m 6m 1 6m 3m 4 5 6m 1 b7 5 4 5 6m 1 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\let there be light i48395
light of the world i46481,Light Of The World,Lauren Daigle,,Lauren Daigle,Light Of The World,OpenSong comparison found a low similarity in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 4 6m 4 1 4 6m 4 1 4 6m 4 | opensong_bridge=1 6m 5 1 6m 1 6m 5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\light of the world i46481
lion and the lamb i7790,Lion and the Lamb,"Bethel Music, Bethel",4eLKR4wt81H4aso4KyAkO1,Bethel Music,Lion and the Lamb,OpenSong comparison found a low similarity in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=1 5 6m 5 4 5 1 5 6m 5 4 5 4 5 | opensong_chorus=1 5 6m 6m 5 4 5 1 5 6m 6m 5 4 5 4 5 1 1 5 6m 6m 5 4 5 1 5 6m 6m 5 4 5 4 5 1 1 5 6m 6m 5 4 5 1 5 6m 6m 5 4 5 4 5 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\lion and the lamb i7790
little drummer boy i7537,Little Drummer Boy,for KING & COUNTRY,6MtecozqUbilB5qbVARrUH,for KING & COUNTRY,Little Drummer Boy,OpenSong comparison found a low similarity in verse (similarity 0.21) for this likely matching song.,0.21,db_verse=2m 4 1 5 2m 4 7 4 5 1 | opensong_verse=1 1 5 2m 4 1 5 2m 4 b7 4 5 1 1 1 1 5m 5 2m 4 1 5 2m 4 b7 5 4 5 1 1 1 1 2m 4 1 5 2m 4 b7 4 5 1 1,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\little drummer boy i7537
