artist_name,track_name,spotify_song_id,spotify_artist_id,display_key,genre,parse_status,issue_count,priority_score,issue_types,issue_summary,source_version_count,section_snapshot,suggested_search_query,review_status,review_notes,override_action,override_changes,source_urls
The City Harmonic,Here And There,5TjZHSLWAzkVCNuxO5gkgD,6qAVoMGl7omcu0RhX1B3fm,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 4 4m 1 5 6m 4 4m 1 5 6m 4 1 5 6m 4 4m 1 5 6m 4 4m 1 5 6m 4 4m 5 3 6m 5 4 5 3 6m 5 4 1 5 6m 4 4m,The City Harmonic Here And There chords,,,,,
The City Harmonic,"Love, Heal Me",2RapKXzgbQhbAhhkCRmV9R,6qAVoMGl7omcu0RhX1B3fm,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 4 1 4 1 5 1 4 1 5 1 4 1 5 ,"The City Harmonic Love, Heal Me chords",,,,,
The City Harmonic,Mountaintop,5M7FmucoxafRD5YPqNrCkr,6qAVoMGl7omcu0RhX1B3fm,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 6m 4 1 6m 4 1 6m 4 1 1 6m 4 1 6m 5 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 1 6m 4 1 6m 5 4 1 4 6m 5 4 6m 5 4 6m 5 4 1 6m 4 1 6m 5 4 1,The City Harmonic Mountaintop chords,,,,,
The City Harmonic,Solid Rock,2YgihDYS72Txo0SQ0bDIrk,6qAVoMGl7omcu0RhX1B3fm,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 1 4 6m 5 1 4 6m 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 1 4 6m 5 1 4 6m 5 6m 5/7 1 4 5 6m 5/7 1 4 5 6m 5/7 1 ,The City Harmonic Solid Rock chords,,,,,
The City Harmonic,Strong,0bKG9fMCq25rx7iNCW7mBG,6qAVoMGl7omcu0RhX1B3fm,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 5 6m 4 5 6m 4 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 5 6m 4 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 5 6m ,The City Harmonic Strong chords,,,,,
The City Harmonic,Wake Me Up,21LOqb8SPzzZoEC2LLsoTQ,6qAVoMGl7omcu0RhX1B3fm,A,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 4 1 5 6m 4 1 5 6m 4 1 4 5 4 5 4 5 4 5 1 4 5 1 4 5 1 4 5 1 4 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 4 5 4 5 4 5 4 5 1 4 5 1 4 5 1 4 5 1 4,The City Harmonic Wake Me Up chords,,,,,
The City Harmonic,We Are One,1DHiQBEi5dNHtiX4TosuCm,6qAVoMGl7omcu0RhX1B3fm,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 6m 4 1 4 6m 4 1 4 6m 5 4 1 4 6m 4 1 4 6m 4 1 4 6m 4 1 4 6m 5 4 5 1 1/3 5 1/5 6m 4 5 1 1/3 5 6m 5/7,The City Harmonic We Are One chords,,,,,
The City Harmonic,What I Want (Live),4YFUoVc5KaLysiRvgj7i1p,6qAVoMGl7omcu0RhX1B3fm,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 b2 4 2 1 2 4 1 b2 1 2 4 1 b2 1 2 4 1 2 4 1 2 4 1 b2 1 b2 1 2 4 1 b2 1 b2 1 2 4 1 2 4 1 2 4 1 b2 1,The City Harmonic What I Want (Live) chords,,,,,
The Isaacs,Another Soldier Down,1cMU2uz3612ECQ3DujrF2P,7Gr7Uulfyw9J9F74eQfBOp,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 6m 5 1 4 1 4 5 1 4 1 6m 5 1 4 1 4 5 1 5 1 4 2m 1 5 1 4 5 1 4 1 6m 5 1 4 1 4 5 1 4 1 4 5 1 4 1 6m 5 1 4 1 4 5 1 4 1 6m 5 1 4 1 4 5 1 5 ,The Isaacs Another Soldier Down chords,,,,,
The Isaacs,He Ain't Never Done Me Nothin' But Good,0q5CkGEAL6ylQm18m2JFsK,7Gr7Uulfyw9J9F74eQfBOp,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1,The Isaacs He Ain't Never Done Me Nothin' But Good chords,,,,,
The Isaacs,He Understands My Tears,4q4OLfDslxJDo8XhQWZaI1,7Gr7Uulfyw9J9F74eQfBOp,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 5 1 4 2m 5 1 5 1 5 1 5 1 4 5 4 1 5 4 5 1 4 5 1 4 2m 5 1 4 2m 5 1 5 1 5 1 5 1 4 5 4 1 5 4 5 1 4 5 1 4 2m 5 1 4 5 1 4 2m 5 1 4 2m 5 4 2m 1,The Isaacs He Understands My Tears chords,,,,,
The Isaacs,If That's What It Takes,1PYWX7WSKZ5gdCdsewwEnD,7Gr7Uulfyw9J9F74eQfBOp,F,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 3m 6m 4 1 3m 6m 4 2m 5 2m 5 1 2m 4 5 1 2m 4 2m 5 1 3m 6m 4 1 3m 6m 4 2m 5 2m 5 1 2m 4 5 1 2m 4 2m 5 1 5 1 2m 4 2m 5 1 5 1,The Isaacs If That's What It Takes chords,,,,,
The Isaacs,The American Face,5L4m3cxMq5gQPn96a7z2gB,7Gr7Uulfyw9J9F74eQfBOp,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 5 1 4 5 4 5 1 4 1 5 4 5 1 4 5 4 5 1 4 1 4 5 4 5 1 4 5 4 5 1 4 5 1 5 1 4 5 4 5 1 4 5 4 5 1 4 5 4 5 1 4 5 1 5 1 4 5 1 5 1 4 5 1 4 5 1 4 5 ,The Isaacs The American Face chords,,,,,
The Isaacs,The One I'm Dying For,7Jkt8pKjJKGl7dkVbatW4O,7Gr7Uulfyw9J9F74eQfBOp,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1/3 5 4 1/3 5 4 1/3 5 4 1/3 5 4 1/7 5 1 5 4 5 2 1 2 1 2 5 4 1/3 5 2 1 2 1 2 1 2 1 2 5,The Isaacs The One I'm Dying For chords,,,,,
The Katinas,Beauty of Your Grace - Live,5ayLGizShIpFTIuu5Shym9,0F0X4zqeNiPVJOWHWiDVRb,E,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 2m 4 5 1 5 2m 4 5 1 5 2m 4 5 1 5 2m 4 1 5 2m 4 5 1 5 2m 4 5 6m 5/7 1 4/b7 1 5 2m 4 5 1 5 6m 5 4 1 5 2m 4/b7 5 1 5 2m 4/b7 5 6m 5/7 1 4/b,The Katinas Beauty of Your Grace - Live chords,,,,,
The Katinas,Mighty River - Live,1okCWbRty4tMz4YO3dRoz8,0F0X4zqeNiPVJOWHWiDVRb,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 2m 1 4 2m 1 6m 5 4 1 6m 5 4 1 4 2m 1,The Katinas Mighty River - Live chords,,,,,
The Katinas,Thank You,45biyz4q1oSZVdQ0v8emQN,0F0X4zqeNiPVJOWHWiDVRb,G,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 2m 5 1 5 2m 5 4 5 1 4 2m 5 1 5 2m 5 1 5 2m 1 5 2m 5 1 5 2m 5 4 5 1 4 2m 5 1 5 2m 5 1 5 2m 5 2m 5 b6 2 6 3m 6 2 6 3m 6 3m 6,The Katinas Thank You chords,,,,,
Third Day,Agnus Dei / Worthy (remastered),0UzOaWT0FnMlbpTwSrYlA0,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 b2 1 5 4 1 b2 1 5 4 1,Third Day Agnus Dei / Worthy (remastered) chords,,,,,
Third Day,All The Heavens,2uFGVMCX1IrfykTzpExPBC,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 5 4 5 5 1 5 6m 5 4 5 5 1 4 1 4 5 4 5 6m 5 5 1 5 6m 4 5 5 1 5 6m 4 5 5 1 4 1 4 5 4 5 6m 5 5 1 4 5 6m 5 5 1 5 5 1,Third Day All The Heavens chords,,,,,
Third Day,Come On Back to Me,2BN1PAEknY4FurVnTWNUAK,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 6m/5 2 6m 1 2 6m 6m/5 2 #4 5 6m 6m/5 2 6m 1 2 6m 6m/5 2 4 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 5 2 #4 6m/5,Third Day Come On Back to Me chords,,,,,
Third Day,Give Love,4EQYTl3Xjv7D0gI9NgWqqs,7uWXomGkKtIq9B4XgA3gch,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 5 4 6m 5 1 4 1 4 1 4 1 4 1 4 5 4 6m 5 1,Third Day Give Love chords,,,,,
Third Day,I Believe,51CGXCa8XqEyCiRlDIUiq1,7uWXomGkKtIq9B4XgA3gch,A,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 6m 4 2m 3 6m 4 6m 4 2m 3 1 5 2m 4 1 5 2m 6m 5 1 5 2m 4 3 1 5 2m 6m 5,Third Day I Believe chords,,,,,
Third Day,I See Love,73CS2JTJ9KVe6rYr7Cw3jg,7uWXomGkKtIq9B4XgA3gch,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 3m 6m 4 1 3m 6m 4 1 3m 4 1 3m 4 6m 4 5 1 5 6m 4 1 5 6m 4 6m 4 6m 4 1 3m 6m 4 1 3m 4 1 3m 4 6m 4 5 6m 5 4 5 6m 5 4 2 1 5 6m 4 1 5 6m 4,Third Day I See Love chords,,,,,
Third Day,Otherside,2YqiOc6dY3oMbkdwSjd3kS,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=3 5 6 3 6 3 5 6 5 3 5 6 1 2 3 5 6 3 5 6 3 5 6 3,Third Day Otherside chords,,,,,
Third Day,Our Deliverer,4xv6JrON27gQrC2J6eL91Y,7uWXomGkKtIq9B4XgA3gch,A,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 1 4 1 5 6m 1 4 1 5 6m 1 4 1 5 6m 1 4 2m 6m 1 5 2m 6m 1 5 4 6m 1 4 1 5 6m 1 4 1 5 6m 1 4 1 5 6m 1 4 2m 6m 1 5 2m 6m 1 5 2m 4 1 5 2m 6m 1 5,Third Day Our Deliverer chords,,,,,
Third Day,Sing A Song,4eYVSoQU4Ib0v4iiz3waSz,7uWXomGkKtIq9B4XgA3gch,A,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 4 1 5 1 4 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1,Third Day Sing A Song chords,,,,,
Third Day,Slow Down,1fbIjRVAQq9kS5ZJGRrCTf,7uWXomGkKtIq9B4XgA3gch,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 1 5 2 6m 1 5 2 4 1 5 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 4 5 2 6m 4 5 2 4 1 5 4 1 5 4 1 5 6m 1 5 2 6m 1 5 2 6m 1 5 2 6m 1 5 2,Third Day Slow Down chords,,,,,
Third Day,Sound Of Your Voice,0SKm1W0nEcZMzSxRFkjv4R,7uWXomGkKtIq9B4XgA3gch,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 6m 4 1 5 4 5 4 1 5 4 5 6m 5 4 5 1 5 4 5 6m 5 4 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 6m 4 1 5 4,Third Day Sound Of Your Voice chords,,,,,
Third Day,Spirit,5BzPJ5OVbZu0YxSu5usfkc,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5 1 3m 1 5,Third Day Spirit chords,,,,,
Third Day,Take It All,4BZ4npL2FJ4tuGoguEp3Ep,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 1 4 5 6m 4 5 1 5 6m 4 1 5 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 1 4 5 4 6m 4 5 1 5 6m 4 1 5 1 2m 5,Third Day Take It All chords,,,,,
Third Day,The One I Love,3ZYqc32Eh37tSLGjP2EYqO,7uWXomGkKtIq9B4XgA3gch,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 4 1 6m 4 5 4 5 4 5 4 5 1 6m 4 1 6m 4 5 4 5 4 5 4 5 1 5 4 1 5 4 6m 5 4 1 6m 4 6m 5 4 6m 5 4 1,Third Day The One I Love chords,,,,,
Third Day,This Is Who I Am,3YGWnPV4Z8ZJN8HRz1xvye,7uWXomGkKtIq9B4XgA3gch,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,2,full_song=3 6 3 6 3 6 3 6 1 5 6 3 1 5 2 1 5 6 3 1 5 2 3 6 3 6 3 6 3 6 1 5 6 3 1 5 2 1 5 6 3 1 5 2 6 3 6 2 1 5 6 3 1 5 2 1 5 6 3 1 5 2,Third Day This Is Who I Am chords,,,,,
Third Day,Tunnel,73FqVOwCKaBaAD8hzb07oV,7uWXomGkKtIq9B4XgA3gch,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=3m 5 6m 1 3m 5 6m 1 3m 5 6m 1 6m 1 6m 1 5 3m 5 3m 6m 1 5 3m 5 3m 6m 1 3m 5 6m 1 3m 5 6m 1 3m 5 6m 1 6m 1 6m 1 5 3m 5 3m 6m 1 5 3m 5 3m 6m 1 ,Third Day Tunnel chords,,,,,
Third Day,You Are Mine,6notRlpqADeBxOFG1TzfkC,7uWXomGkKtIq9B4XgA3gch,E,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 7 4 1 1 5 7 4 1 5 1 5 7 4 1 5 7 4 1 5,Third Day You Are Mine chords,,,,,
Todd Agnew,My Jesus,15yw5xtx2gpWeEdtaFu284,57swDg4BNcQS73YIJCchnf,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 4 6m 5 4 1 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 1 4 6m 5 4 1 4 6m 5 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 5 4 6m ,Todd Agnew My Jesus chords,,,,,
Tramaine Hawkins,I Never Lost My Praise,4TaMzu0X3W8EE6PLk7lP83,3VrvtMPf98keYfWoBPx4OR,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 2m 1/3 4 4 5/7 1 2m 1/3 4 4 5/7 1 4/7 6m 2 2/#4 5 4/6 5/7 1 2m 1/3 4 4 5/7 1 2m 1/3 4 4 5/7 1 2m 1/3 4 3/7 3 6m b7 4 2m 3m 4 5 1/3 2m 1 4 ,Tramaine Hawkins I Never Lost My Praise chords,,,,,
Travis Greene,Great Jehovah,1PQ4uM6hqzJ0nYUZQ7s6aB,22JNV0JWTJkY1qzKJhxdRe,B,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 4 1 6m 5 1 4 1 4 1 6m 5 1 4 1 6m 5 4 1 5 4 1 5 4 1 5 4 1 5 4 5 1 4 1 5 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1,Travis Greene Great Jehovah chords,,,,,
Travis Greene,Intentional,7amI71zqlFSwDF3jFjHa2l,22JNV0JWTJkY1qzKJhxdRe,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5/7 1 2m 1/3 4 6m 5/7 1 2m 1/3 4 6m 5/7 1 2m 1/3 4 6m 5/7 1 2m 1/3 4 6m 5/7 1 2m 1/3 4,Travis Greene Intentional chords,,,,,
Travis Greene,Love Song (feat. Madison Binion),5PM21GCuZJGQ2JJchrgJE7,22JNV0JWTJkY1qzKJhxdRe,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 4 1 4 1 4 1 4 1,Travis Greene Love Song (feat. Madison Binion) chords,,,,,
Travis Greene,Soul Will Sing,0cXn4D2lQRYp4Ti9LSjPk7,22JNV0JWTJkY1qzKJhxdRe,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1/3 5 1 1/3 2m 4/6 5 4 3m 2m 1 5 5/7 1 1/3 5 1 1/3 2m 4/6 5 4 3m 2m 1 5 5/7 1 1/3 5 1 1/3 2m 4/6 5 4 3m 2m 1 5 5/7 1,Travis Greene Soul Will Sing chords,,,,,
Travis Greene,The Hill,5I7hzZ6hdTM4vGCRhGmoea,22JNV0JWTJkY1qzKJhxdRe,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=3m 7m 1 3m 7m 1 3m 7m 1 3m 7m 1 1 2 3m 1 2 3m 5 1 2 3m 1 2 3m 5 3m 7m 1 3m 7m 1 3m 7m 1 1 2 3m 1 2 3m 5 1 2 3m 1 2 3m 5 1 5 1 5 1 5 1 3m 5 1,Travis Greene The Hill chords,,,,,
Travis Greene,Wonder (feat. Le'Andria Johnson),48NBwJuiWaieFw8R5W3odZ,22JNV0JWTJkY1qzKJhxdRe,F,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 3m 5 1 5 1 5 1 5 1 5 1 5 1 5 1 5 1 3m 5 1 5 1 5 1 6m 5 6m 1 5 1 5 1 5 1 5 1 5 1 5 1 ,Travis Greene Wonder (feat. Le'Andria Johnson) chords,,,,,
Travis Greene,You Keep Me (feat. KJ Scriven & Laura Wilson),3hpWqA4yHikr9wKIfh5ogd,22JNV0JWTJkY1qzKJhxdRe,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 6m 5 1 4 6m 5 1 4 6m 4 1 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 1/3 5 4 1/3 5 4 1/3 5 2 2m 1 4 6m 5 1 4 6m 5 1 4 6m 5 4 1/3 5 4 1/3 5 4 1/3 5 2 ,Travis Greene You Keep Me (feat. KJ Scriven & Laura Wilson) chords,,,,,
Trazendo a Arca,Entre a Fé e a Razão - Ao Vivo,3mSU7r2tJjE6NMZ2DonlxV,1KJkhqZNLx1JY9vXkBhGV5,E,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 1 1 1 5 6m 5 6m 5 1 1 6m 5 4 2m 5 1 1 6m 5 4 2m 5 6m 4 1 b7 6m 4 1 b7 6m 2m 4 5 1 1 6m 4 1 5 6m 4 1 5 6m 4 5 6m 2m 1 4 5 1 1 1 5 6m 1 6m 5,Trazendo a Arca Entre a Fé e a Razão - Ao Vivo chords,,,,,
Tree63,Blessed Be Your Name,6ZRKMJ7x5WGHuyUjoZjNEu,6x5SSOrpZwjUi8zfLBOQi7,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 4 6m 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 4 1 5 6m 4 1 5 6m 4,Tree63 Blessed Be Your Name chords,,,,,
Tree63,King,1RGV3trL1O9FgIrv8FcjRU,6x5SSOrpZwjUi8zfLBOQi7,Eb,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 4 1 6m 4 1/3 4 5 2m 1/3 4 1 7 4 6 4 1/3 2m 4 1 7 4 6 4 5 1 6m 4 1 6m 4 1/3 4 5 2m 1/3 4 1 6m 4 1 6m 4 1 6m 4 1 7 4 6 4 1/3 2m 4 1 7 4 6,Tree63 King chords,,,,,
Watermark,"My Heart, Your Home",5Z27tU1tLW3Zjy1pSXTqLv,1sezwqaPBzlygtIlbnZ2kF,D,alternative,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5/7 1/6 1/5 4 1/3 5 1 5/7 1/6 1/5 4 5 1 4 5 1 4 5 1 b7 4 5 5,"Watermark My Heart, Your Home chords",,,,,
William McDowell,Closer/Wrap Me In Your Arms,4ULyiYqodr8cjH1Y9HqudW,6PTGRlwNbg36Mu4boWlixN,C#,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,2,full_song=1 5 6 3 4 3 2 1 6m 2m 4 1 6m 5 4 4 5 1 6m 3m 4 6m 5 4 6m 3m 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4,William McDowell Closer/Wrap Me In Your Arms chords,,,,,
William McDowell,Give Him Praises,3lU0Ux5hNLtwoXv1yLhYXk,6PTGRlwNbg36Mu4boWlixN,Eb,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=7 1 5 6 7 6 5 6 7 6 5 6 7 6 5 6 7 6 5 6 7 1 5 6 7 1 5 6 3m 6 7 6 #4 3m 6 5 6 1 1 b6 b7 1 1 b6 6 1 1 b6 b7,William McDowell Give Him Praises chords,,,,,
William McDowell,I Belong To You,7KP2NqyOYW7a0qvuYngWt7,6PTGRlwNbg36Mu4boWlixN,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 1 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1 4 5 1 4,William McDowell I Belong To You chords,,,,,
William McDowell,Overcomer,10r57mAxJjaYVU5574aGUm,6PTGRlwNbg36Mu4boWlixN,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 4 3m 4 5 6m 5/7 1 5/7 6m 5 4 5 6m 5/7 1 2 3m 4 2 3m 7m 6m 2 3m 7m 4 1 7 5 2 1 7 5 2 7 5/7 1 5/7 1 5/7 1 5/7 1 5/7 1 5/7 1 4 3 4 6 3 1 6 1 ,William McDowell Overcomer chords,,,,,
William Murphy,Angels Cry (feat. Tasha Cobbs),4QRUuw5qyDSTAtp2sLdkh7,1FQJqgKQDNLWfeLBQoQLmD,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 2/7 1/6 3m 1 5 2/7 1/6 3m 1 5 2/7 1/6 3m 1 5 2/7 1/6 3m 1 1/6 3m 1,William Murphy Angels Cry (feat. Tasha Cobbs) chords,,,,,
William Murphy,God Chaser,4OG4yWJ0kOoVYfDueoEa8s,1FQJqgKQDNLWfeLBQoQLmD,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=7 6 5 6 7 b6m 3 5 6 7 6 5 6 7,William Murphy God Chaser chords,,,,,
William Murphy,Praise Is What I Do - Live,2a8ymUDscRaVAVSMSY2URd,1FQJqgKQDNLWfeLBQoQLmD,Eb,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1 3 4 6m 5 2m 1 5 7 7 1 1 4 5 1 1 3 4 6m 5 2m 1 5 7 7 1 1 2m 1 3 1 4 2m/4 3 6m 3m b6 1 4 2m/4 3 6m 3m b6 1 4 2m/4 3 6m b2 4 2 5 3 4 2m/5 1,William Murphy Praise Is What I Do - Live chords,,,,,
Worship Central,Can't Stop Your Love - Live,271asm0EIZHJdxxfW0iOQt,3i0j8jwJKHchZU40nbd2Xt,A,german,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 1 5 6m 1 4 1 4 1 2m 6m 4 1 2m 6m 4 1 5 6m 4 1 4 1 4 6m 5 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 ,Worship Central Can't Stop Your Love - Live chords,,,,,
