artist_name,spotify_artist_id,sample_genre,christian_signal,suggested_bucket,manual_bucket,notes,song_count,lastfm_top_tags,lastfm_christian_signal,lastfm_suggested_bucket,lastfm_lookup_status,refined_bucket,refined_confidence,refined_reason
Pointed Sticks,6QAY7XWmuu8RwRlmhgpFpO,punk,,review,,,1,power pop | Canadian | pop punk | punk rock | rock | pop | punk | new wave,,,ok,,,
Albin de la Simone,4VuZOySa9AIegZZzNIjPLC,pop,,review,,,3,french | chanson francaise | nouvelle scene francaise | pop | chanson | francais | france | male vocalists,,,ok,,,
Latimore,0nVQLK3LSM9SFP5xp64D7a,soul,,review,,,1,soul | funk | rhythm and blues | rnb | Southern Soul | blues | free soul | male vocalists,,,ok,,,
Death,6GLYG6CiVx1P5D8Qa6Ulyo,punk,,review,,,1,death metal | Technical Death Metal | progressive death metal | Progressive metal | metal | old school death metal | american | thrash metal,,,ok,,,
Bear In Heaven,1ElioVXkBXbxZHPg1J4amN,alternative,,review,,,1,experimental | post-rock | indie rock | ambient | electronic | electronica | psychedelic | indie,,,ok,,,
D.O.,2CQZr2RPZmrcvDnaod1ldC,pop,,review,,,2,exo | k-pop | Korean | pop | Kpop | acoustic | rnb | Korea,,,ok,,,
Blake Babies,73ZEvY32YduH2FODwWLTlP,pop rock,,review,,,4,alternative | indie rock | female vocalists | indie | college rock | boston | alternative rock | rock,,,ok,,,
Bacilos,1mux8L6xg2Cmrc7k0wQczl,pop rock,,review,,,5,latin pop | latin | spanish | pop | Rock en Espanol | bacilos | Colombia | All,,,ok,,,
Anthony David,6ktPQsThz35JwdtDsvi51S,soul,,review,,,2,Neo-Soul | soul | rnb | Neo Soul | motown | Anthony David | male vocalists | r&b,,,ok,,,
Daisyhead,4zJP0fLge8dHeJxvGVKT7n,alternative,,review,,,1,emo | alternative rock | pop punk | punk | midwest emo | rock | Grunge | american,,,ok,,,
Logic,4xRYI6VqpkE3UwrDrAZL8L,rap,,review,,,17,Hip-Hop | rap | hip hop | biracial | electronic | dope sample | deep house | underground hip-hop,,,ok,,,
Direct Hit!,23gluE1Q1KOmXrpYz1ivTu,,,review,,,47,pop punk | punk | punk rock | american | wisconsin | Pop-punk | rock | USA,,,ok,,,
Solen,0kO8xM63TaZM13XlV7yQXk,pop,,review,,,1,swedish | indie rock | indie pop | pop | rock | alternative | Sweden | scandinavian,,,ok,,,
Forrest Nolan,3M8UUCqb0mIEn5S2lO13yv,pop,,review,,,2,pop | indie pop | USA,,,ok,,,
Samantha Mumba,7L12TqJ0fbwtFljTbwfwRI,pop,,review,,,3,pop | rnb | female vocalists | irish | dance | urban | r&b | 00s,,,ok,,,
Ayla,190nhOwQKuDEOv7YKOgnzq,electronic,,review,,,12,trance | electronic | dance | techno | german | progressive trance | electronica | House,,,ok,,,
Emerson Drive,1efrXlPhLKv7PvgUxVcqIS,country,,review,,,7,country | rock | modern country | Canadian | contemporary country | Southern Rock | Emersin Drive | nashville country,,,ok,,,
David Ryan Harris,3wnsAakCkhyU3yKQYMZmGo,,,review,,,12,blues | singer-songwriter | acoustic | soul | david ryan harris | acoustic soul | soft rock | indie,,,ok,,,
Reba,02rd0anEWfMtF7iMku9uor,country,,review,,,36,country | female vocalists | reba mcentire | reba | female | pop | american | contemporary country,,,ok,,,
Herbster Trio,4HBiRX8Ok4gM6SwksbtyQz,,,gospel,,,2,Uplifting | gospel | christian | inspirational | Sacred | praise & worship | hymns | Traditional Christian,gospel,gospel,ok,worship,high,praise & worship
Motez,3SwgftmsT5rVepCSSco3ZR,electronic,,review,,,1,deep house | electro | electronic | House | Juke | tech house | australian | girlfriend house,,,ok,,,
Nause,4PVn1b2WnnXdq80C7uaZLZ,,,review,,,2,House | dance | swedish | electronic | electro house | 2010s | Progressive House | All,,,ok,,,
Ryn Weaver,2MuFzH1J5I6gGFYo2qhZmX,pop,,review,,,10,pop | indie pop | electropop | female vocalists | american | indie | alternative | electronic,,,ok,,,
Bharat Chauhan,2sSTjTnRtGa3KrEjMoMaAe,alternative,,review,,,4,Indian | Hindie,,,ok,,,
Times Of Grace,0CfztphU9FWmAhGocFrrYC,metal,,review,,,1,metalcore | melodic metalcore | metal | Melodic Death Metal | hardcore | american | alternative metal | rock,,,ok,,,
25th Annual Putnam County Spelling Bee Original Cast,65iw8qDkk91Pzd3h8jtunI,,,review,,,2,american,,,ok,,,
Adicta,0BntHNt56FCbTMjSWq2iIG,alternative,,review,,,2,pop | electropop | argentina | rock | indie | Rock Argentino | Gothic | alternative-rock,,,ok,,,
Claude Debussy,1Uff91EOsvd99rtAupatMP,,,review,,,1,Classical | piano | Impressionist | french | composers | Impressionism | composer | instrumental,,,ok,,,
Gzuz,5eioJDe26lOqkAMbuhzZYs,rap,,review,,,1,rap | german | Hip-Hop | germany | Deutschrap | St Pauli | hip hop | hardcore rap,,,ok,,,
Nightmares On Wax,4tNxq9NGKTKaX8OkZBLgf0,electronic,,review,,,1,trip-hop | chillout | downtempo | electronic | lounge | electronica | ambient | acid jazz,,,ok,,,
YouNotUs,67ghKnycRX6VM1xfqJSMlH,,,review,,,3,germany | C | EDM | german | electronic | electro house | House | i,,,ok,,,
Wind Walkers,2K2bsaNeuQAFkuVwrrlJe0,metal,,review,,,1,post-hardcore | metalcore | rock | Progressive metal | alternative | USA | modern rock | progressive gaycore,,,ok,,,
Sissel,2jaOpr7Go1avixlg1lfJOb,pop,,review,,,7,female vocalists | norwegian | Classical | opera | Ballad | Sissel | pop | classical crossover,,,ok,,,
Sara Groves,25Kfw0CRHgjl9oCgMfEYz7,,,christian,,,5,christian | female vocalists | singer-songwriter | folk | contemporary christian | worship | american | All,christian,christian,ok,worship,high,worship
Grupa 220,2TgTeZgKPLOpI4fU4TUg9O,rock,,review,,,1,All | rock | Psychedelic Rock | pop | ex-yu | Progressive rock | Croatia | balkan,,,ok,,,
Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,rap,,review,,,5,Hip-Hop | rap | west coast | Gangsta Rap | los angeles | hip hop | California | West Coast Rap,,,ok,,,
Solander,123zs4FVoUcDFM90b4Lxmr,country,,review,,,2,indie | swedish | folk | indie pop | Sweden | Solander | acoustic | male vocalists,,,ok,,,
The Moon Loungers,1syC76TS0O5Yx2sCNGbUZb,,,review,,,1,,,,error,,,
Teyana Taylor,4ULO7IGI3M2bo0Ap7B9h8a,soul,,review,,,6,rnb | Hip-Hop | pop | female vocalists | hip hop | r&b | Neo-Soul | harlem,,,ok,,,
Sleep On It,5FmgqLlJ8MJ9A8zmOPFxK2,pop,,review,,,4,pop punk | alternative rock | Easycore | american | punk rock | melodic hardcore | emo | artists to check,,,ok,,,
Frank Carter & The Rattlesnakes,3r32a6mMdoPaSP1C7kYhMc,rock,,review,,,6,hardcore punk | punk rock | punk | alternative rock | rock | hardcore | british | UK,,,ok,,,
Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,soul,,review,,,1,rnb | soul | rap | pop | indie rnb | Hip-Hop | female vocalist | english,,,ok,,,
Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,rap,,review,,,4,tamil | All | kollywood | india | pop | rock | alternative | composer,,,ok,,,
Josef Salvat,64PJHZDQTPPVBCdwnv22Wz,pop,,review,,,2,indie | pop | indie pop | experimental | alternative | australian | british | male vocalists,,,ok,,,
Buntspecht,2oblUaHZixbcEIQR9Jhrcj,alternative,,review,,,4,indie pop | jazz | gypsy jazz | austrian | flute | guitar | trumpet | chamber pop,,,ok,,,
Electric Callboy,1WNoKxsp715jez1Td4vthc,metal,,review,,,11,metalcore | trancecore | german | electronic | electronicore | post-hardcore | metal | germany,,,ok,,,
Project 86,7toVzxZQU21OjB5PqXNvTF,rock,,christian,,,5,hard rock | post-hardcore | rock | christian | christian rock | alternative metal | Nu Metal | alternative,christian,christian,ok,christian,high,christian rock
311,41Q0HrwWBtuUkJc7C1Rp6K,pop rock,,review,,,6,alternative | alternative rock | reggae | rock | ska | rapcore | punk | Reggae Rock,,,ok,,,
Mc Kresha,6fZ3U139Fb4VfOv7g63XhB,pop,,review,,,1,Hip-Hop | rap | Kosovo | hip hop | All | Albanian | albania | albanian underground hip hop,,,ok,,,
"Johnny ""Guitar"" Watson",6uB4Ax6mlzohDTLqLOJ6Vl,jazz,,review,,,1,funk | blues | soul | guitar | rock | rhythm and blues | Johnny Guitar Watson | male vocalists,,,ok,,,
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,rap,,review,,,1,Hip-Hop | rap | wu-tang | hip hop | east coast rap | East Coast | Wu-Tang Clan | new york,,,ok,,,
C. Jérôme,4tJSPijz99rQ8cNtr7DYMH,pop,,review,,,2,chanson francaise | french | pop | france | chanson | c jerome | annees 80 | 70s,,,ok,,,
Tony Dize,3LKXWvXFWrkwUzJWxzwVpW,reggae,,review,,,5,Reggaeton | spanish | latin | tony dize | my reggaeton1 | puerto rico | latino | Colombia,,,ok,,,
Cornelia Jakobs,7cYZ8F0N2jby95FsxU9hh4,pop,,review,,,4,pop | swedish | Eurovision | eurovision 2022 | ESC 2022 | indie | Sweden | Eurovision Song Contest 2022,,,ok,,,
Monica,6nzxy2wXs6tLgzEtqOkEi2,soul,,review,,,3,rnb | soul | female vocalists | pop | urban | Monica | r&b | 90s,,,ok,,,
NAV,7rkW85dBwwrJtlHRDkJDAC,rap,,review,,,7,Hip-Hop | black metal | rap | trap | goat | canada | Canadian | rnb,,,ok,,,
Gabby Sophia,2969lyHiLhldt3tVmNnRlo,,,review,,,1,USA,,,ok,,,
Youth Brigade,5drRnXQdotVEC2QnVd0hFP,punk,,review,,,2,hardcore punk | punk | punk rock | hardcore | oldschool hardcore | american | rock | melodic hardcore,,,ok,,,
Brooke Waggoner,0yvalMtqijFbClXzI8Ey11,pop,,review,,,4,folk | singer-songwriter | piano | indie | female vocalists | indie pop | pop | alternative,,,ok,,,
Zaeden,5lMNphVhMLvhFmTWiKiLA2,pop,,review,,,2,Hindi | electronic | india,,,ok,,,
Anathema,0ZXKT0FCsLWkSLCjoBJgBX,metal,,review,,,14,doom metal | Progressive rock | Progressive metal | atmospheric | metal | atmospheric rock | british | alternative rock,,,ok,,,
The Magician,4WUGQykLBGFfsl0Qjl6TDM,electronic,,review,,,3,House | electronic | dance | Disco | funk | belgian | electronica | Belgium,,,ok,,,
Kaavish,6znPk9JRNmg6uyB6h8nJu3,pop rock,,review,,,5,pakistani | pakistan | paki | pop rock | pakistani fusion | Coke Studio | urdu,,,ok,,,
WAAX,1KaaogmGXWK1Qi3WR81Tmi,punk,,review,,,5,indie rock | rock | indie | australia | Garage Rock | post-punk | Grunge | electronic,,,ok,,,
American Head Charge,6Ig4qybKXgMN2FLSM7GKau,metal,,review,,,1,Nu Metal | industrial metal | metal | industrial | alternative metal | Nu-metal | american | alternative,,,ok,,,
Fear of Men,0CRpYpI1sFle7hwVWdLOEd,pop,,review,,,1,shoegaze | indie pop | Lo-Fi | dream pop | female vocalists | indie | indie rock | british,,,ok,,,
dandelion hands,6mOWFF6HJ6krnIpW0CHLQm,alternative,,review,,,8,Lo-Fi | indie | slowcore | folk | acoustic | Bandcamp | bummer | bedroom pop,,,ok,,,
ohGr,00DSeUAdyYqUyGFqeySG68,metal,,review,,,1,industrial | electronic | ebm | industrial rock | darkwave | electro-industrial | experimental | Canadian,,,ok,,,
The Parrots,34UH1BNxUlj7CjvivyS5Ev,pop,,review,,,1,Garage Rock | Lo-Fi | spain | rock | indie rock | surf rock | Surf | indie,,,ok,,,
Spinvis,1Vxc40v4VtLpSWTF2bn8Y4,alternative,,review,,,4,singer-songwriter | dutch | alternative | indie | Nederlandstalig | experimental | indie pop | netherlands,,,ok,,,
Bif Naked,02odAcSXGSPTSO4P44Ztuw,pop rock,,review,,,1,rock | female vocalists | alternative | Canadian | punk | alternative rock | punk rock | pop punk,,,ok,,,
Destroy Boys,7KeN0XX71T4fGysIYLB5J5,alternative,,review,,,3,punk | Garage Rock | rock | Garage Punk | riot grrrl | punk rock | California | american,,,ok,,,
The Notations,0sAkGlLDh7PmpquXznI42M,soul,,review,,,1,soul | funk | rnb | chicago | american | Garage Rock | psychedelic | 70s,,,ok,,,
Santiano,6E9zde1CFsBtKI66OEHkk3,rock,,review,,,16,folk | german | shanty | seemannslieder | deutsch | germany | rock | folk metal,,,ok,,,
Nic D,1XlLhtgJjC4ROQZilBZAvw,pop,,review,,,1,rap | pop | rnb | Hip-Hop | virginia | pop rap,,,ok,,,
Django Django,2ARO60gI5do88ho6azmzab,alternative,,review,,,11,psychedelic | indie | experimental | british | indie rock | art rock | electronic | indie pop,,,ok,,,
Melo,6VLD92i2GfGpN9jsHZP3mp,soul,,review,,,1,Drum and bass | soul | rnb | finnish | liquid funk | dnb | rap | electronic,,,ok,,,
Paolo Conte,7bAIYB0KGbYXlGbIjyFAcI,rock,,review,,,1,jazz | italian | singer-songwriter | piano | chanson | male vocalists | cantautori | paolo conte,,,ok,,,
Suburban Kids With Biblical Names,7kAKqNxPBkfjgdHzUIdBtI,alternative,,review,,,1,swedish | indie pop | twee | indie | pop | scandinavian | Sweden | twee pop,,,ok,,,
Grandpa Jones,2UtCcZQl7xzvEao4vWBSOD,country,,review,,,1,bluegrass | country | banjo | All | classic country | singer-songwriter | folk | USA,,,ok,,,
Barefoot Jerry,4FC6XIiULAVlbmfrrPXsZy,rock,,review,,,1,country rock | rock | Southern Rock | USA | 70s | classic rock | All | United States,,,ok,,,
Settle Your Scores,4QXKSmZgWNMDbQBidvuh4O,alternative,,review,,,1,pop punk | Easycore | post-hardcore | punk rock | happy hardcore | Ohio | american | happy hardocre,,,ok,,,
Weatherday,6pmR08TKSTs8rll6W99VnK,alternative,,review,,,2,noise pop | emo | Lo-Fi | indie | shoegaze | midwest emo | indie rock | swedish,,,ok,,,
Rafferty,37Kwz8lKQipujhPpz9Q5cQ,rock,,review,,,3,american | rock | singer-songwriter | indie | my top songs | utah | alternative | indie rock,,,ok,,,
Twin Shadow,6fLrPFLWLSCrp7gcTZXcKb,alternative,,review,,,10,electronic | dream pop | new wave | Lo-Fi | electropop | indie | chillwave | synthpop,,,ok,,,
Hot Hot Heat,5UVftEhSsIg0kkXlmfhB6M,rock,,review,,,15,indie rock | indie | Canadian | alternative | rock | alternative rock | indie pop | canada,,,ok,,,
Horace Trahan,7t5W4hJdnzBt1xePwTjseA,pop,,review,,,1,cajun | zydeco | accordion | louisiana | swamp pop,,,ok,,,
Tanerélle,1r1n66Rkx4fzNCIUQhS6OH,soul,,review,,,1,soul | indie | pop | rnb | electronic | female vocalists | alternative rnb | female vocal,,,ok,,,
Fit For An Autopsy,0qJpY7K8p7g6sacvaGNt6i,metal,,review,,,3,deathcore | brutal deathcore | death metal | Brutal Death Metal | deathgrind | metal | Progressive deathcore | metalcore,,,ok,,,
Altered Five Blues Band,7idP7O5Y5lvJw4XFeAJxzg,jazz,,review,,,1,blues | guitar | USA | blues rock | United States | electric blues | Modern Blues,,,ok,,,
Millie Small,0h3n6BqxvmRhWwNcdw4CWT,,,review,,,1,ska | reggae | 60s | jamaica | female vocals | female vocalists | rocksteady | jamaican,,,ok,,,
Avion Roe,7pa33pNeeV4piIcKMJDyZk,,,review,,,1,pop punk | emo | rock | alternative rock | rawrcore | post-hardcore | texas | inspiration,,,ok,,,
The Fire Theft,7CVHpcuVERzqAJcP2ddoFy,,,review,,,2,indie | emo | indie rock | alternative | rock | alternative rock | seattle | indiemo,,,ok,,,
Auburn Lull,1AuZ1BKM3yVqa3Gn7fsOa5,pop,,review,,,1,shoegaze | ambient | dream pop | post-rock | space rock | Dreamy | atmospheric | ethereal,,,ok,,,
Chris Cagle,1zhIzONVRlTfD1VQRauHMl,country,,review,,,29,country | chris cagle | modern country | male country | Love | i miss you | makes me cry | male vocalists,,,ok,,,
Zakk Wylde,1AeC9AuzqGc3IXMC2T5xny,metal,,review,,,6,hard rock | Southern Rock | heavy metal | rock | metal | Southern metal | zakk wylde | guitar virtuoso,,,ok,,,
Porcupine Tree,5NXHXK6hOCotCF8lvGM1I0,metal,,review,,,25,Progressive rock | Progressive metal | psychedelic | Progressive | rock | Psychedelic Rock | british | experimental,,,ok,,,
Benny Sings,4gHcu2JoaXJ0mV4aNPCd7N,pop,,review,,,11,jazz | pop | soul | dutch | chillout | nu jazz | Blue-Eyed Soul | future grooves,,,ok,,,
Pierce Fulton,5p0zkKpBuRguKebwRe0RI2,electronic,,review,,,3,dance | american | Progressive House | electronic | house music | club | Dirty South | Steve Angello,,,ok,,,
Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,country,,review,,,46,country | new country | rock | pop | Hootie and the Blowfish | contemporary country | american | male vocalists,,,ok,,,
8mm,3I0qU1hrivov2bftDy8xe1,rap,,review,,,1,trip-hop | female vocalists | downtempo | electronic | nu-jazz | chillout | american | indie,,,ok,,,
Clara Smith,2It5hXbGPFBNCCJQQr7iHH,jazz,,review,,,1,blues | female vocalists | clara smith | csmith | c-smith | blues-singers | All | BLUEZZZ,,,ok,,,
Vincent Delerm,3Uo7E7lR9Li0qXzxU8VmnF,,,review,,,6,french | singer-songwriter | chanson francaise | chanson | nouvelle scene francaise | male vocalists | france | pop,,,ok,,,
Junior H,7Gi6gjaWy3DxyilpF1a8Is,,,review,,,8,Corridos tumbados | mexico | Sierreno | corridos | latin | spanish | american | Reggaeton,,,ok,,,
Outline In Color,6drAKOLWO1vzBrdmJmg5SE,metal,,review,,,3,post-hardcore | electronic | emocore | metalcore | hardcore | experimental | trancecore | post hardcore,,,ok,,,
Tommy Castro,3qcmjQYtotraA2JrvN8165,jazz,,review,,,3,blues rock | blues | guitar | Modern Blues | rock | Classic Blues | allboutGuitarcom | allboutguitar,,,ok,,,
Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq,country,,review,,,2,india | Indian Fusion,,,ok,,,
Nick Talos,5pCzC0BOLY2MpqYr1qksg2,,,review,,,1,,,,error,,,
Jamie Woon,1fUMEn4Yk7ZUloozE0fRLL,soul,,review,,,7,soul | dubstep | electronic | ambient | experimental | british | rnb | future garage,,,ok,,,
Silverstein,1Tsag5J854qxeOo2apszug,pop rock,,review,,,75,post-hardcore | screamo | emo | emocore | hardcore | Canadian | rock | alternative,,,ok,,,
NOK from the Future,6RxDDCslC38gATlTuVBmMW,rap,,review,,,2,cloud rap | chillwave | experimental | rap | underground hip-hop | experimental hip-hop | hentai | trillwave,,,ok,,,
Crush 40,4gNEgDZhEu6ldAI2wWdZsL,metal,,review,,,6,hard rock | rock | video game music | Sonic | melodic rock | metal | heavy metal | video game,,,ok,,,
Moses Gunn Collective,66riSKDVOc3vPkeyju0q0o,rock,,review,,,2,Psychedelic Rock | psychedelic | psychedelic pop | australian | neo-psych | yandex music | All | space rock,,,ok,,,
NRBQ,5PpcyAkdpuo9a08HiU6yfi,pop rock,,review,,,1,rock | rhythm and blues | roots rock | Rock and Roll | classic rock | Playful | piano | Freewheeling,,,ok,,,
Northlane,3qyg72RGnGdF521zMU02u9,metal,,review,,,9,metalcore | Progressive Metalcore | australian | melodic metalcore | DJENT | Progressive | Progressive metal | metal,,,ok,,,
Josephine Foster,1fVyf1LbeIEE4DUT4dZhHL,country,,review,,,3,folk | freak folk | female vocalists | singer-songwriter | New Weird America | psych folk | indie | acoustic,,,ok,,,
Eskorzo,766jwjrI3TM0rZvmNdzNx8,,,review,,,2,ska | Fusion | reggae | punk | spanish | mestizo | spain | np,,,ok,,,
911,3H7pODXycF821OnRyAw2VT,,,review,,,1,pop | boybands | 90s | british | boyband | male vocalists | 911 | punk rock,,,ok,,,
TEMPOREX,3BBCgZVbXFRzcnT1ewVfRt,alternative,,review,,,4,bedroom pop | Lo-Fi | dream pop | diy | indie pop | California | san diego | singer-songwriter,,,ok,,,
BANKS,2xe8IXgCTpwHE3eA9hTs4n,pop,,review,,,28,electronic | downtempo | pop | female vocalists | indie | alternative rnb | rnb | american,,,ok,,,
Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,pop rock,,review,,,2,rock | 80s | female vocalists | classic rock | pop | hard rock | pop rock | american,,,ok,,,
Superorganism,0Wkm45quqfx3NepJpXDvwE,pop,,review,,,1,indie pop | electronic | experimental | art pop | UK | indie | pop | All,,,ok,,,
10 Years,0REMf7H0VP6DwfZ9MbuWph,metal,,review,,,10,alternative rock | alternative metal | rock | hard rock | alternative | post-grunge | Nu Metal | 10 Years,,,ok,,,
Laura Marling,7B2edU3Q7btJoNsoHCNohM,country,,review,,,56,folk | female vocalists | singer-songwriter | indie | acoustic | british | indie folk | alternative,,,ok,,,
Ramoncin,1S83AICkpMqmowvInvbizT,,,review,,,1,rock | 80s | Rock Urbano | gilipollas | punk | spanish | españa | rock español,,,ok,,,
Galkin Evangelistic Team,2cw7QQfN0zs6QUUGvhYp56,,,christian,,,2,christian | Sacred | conservative,christian,christian,ok,christian,medium,christian tag in lastfm tags
Little Quirks,6l6nwL0mxcwiSwa8WOebCx,pop,,review,,,1,female vocalists | australian | folk pop | indie folk,,,ok,,,
William Onyeabor,755pQSGUy6rtPrUCbnJTvi,pop,,review,,,2,afrobeat | funk | nigeria | african | African funk | nigerian | afro-beat | africa,,,ok,,,
elijah woods,3IR6DvP0x2a6oUSist9UMu,pop,,review,,,6,Canadian | Singer-songwriter pop,,,ok,,,
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,pop rock,,review,,,28,spanish | rock | pop | Spanish Rock | spanish pop | pop rock | El Canto del Loco | male vocalists,,,ok,,,
Natasha St-Pier,1miK7RIscxXIgQgHQ0G7ch,pop,,review,,,7,french | pop | female vocalists | chanson francaise | french pop | Canadian | female vocalist | Eurovision,,,ok,,,
Yodelice,167abweXl3demO9x0VMMeJ,alternative,,review,,,2,folk | french | indie | male vocalists | Pop Folk | singer-songwriter | indie pop | pop,,,ok,,,
Jeffrey Althouse,0kR7XYMH583I9XyakShf9f,,,review,,,1,,,,error,,,
Stray Kids,2nTtulf6WM0raQcIbzYJuf,,,review,,,1,k-pop | pop | Korean | Kpop | Hip-Hop | rap | rock | EDM,,,ok,,,
Delta Moon,7mZneGJzBVHH1Y2SExOvpi,jazz,,review,,,1,blues rock | Southern Rock | blues | country rock | Jam | bluesrock | Delta Moon | All,,,ok,,,
Laura Nyro,6QDWC6QeGhvCWCv3nUJwoV,country,,review,,,1,singer-songwriter | folk | female vocalists | soul | 70s | pop | american | 60s,,,ok,,,
Brynn Elliott,43AN9FNovCCWxPX4talyzz,,,review,,,2,american | USA | america,,,ok,,,
Shwayze,6f0hUHWLOCxCSDQMtdVAS7,pop,,review,,,11,Hip-Hop | chill | alternative hip-hop | rap | hip hop | alternative | chillout | Shwayze,,,ok,,,
Slowgold,2Urxw4X90ya3LA8KqV2WIX,alternative,,review,,,1,swedish | indie | Sweden | alternative | dream pop | singer-songwriter | folk | indie pop,,,ok,,,
UPSAHL,1294QqYm1VuxxjRiL9M0h9,pop,,review,,,9,pop | indie | female vocalists | indie pop | electronic | rock | electropop | american,,,ok,,,
El Hombre Gancho,6Fb06n5VRqUDrPR1KAm1dv,,,review,,,13,,,,error,,,
Koe Wetzel,1Tie3AZgLQZqYEp8Fv4zOZ,country,,review,,,24,country | country rock | texas | texas country | United States | Southern Rock | alternative rock | my recommendation,,,ok,,,
Billie The Vision & The Dancers,5Gpi2vZtZtUPrMnlBDdpre,pop,,review,,,4,swedish | indie | indie pop | pop | singer-songwriter | folk | twee | acoustic,,,ok,,,
Nick Nolan,2kpvdonTYo4M3m7Nhbim4y,jazz,,review,,,1,punk | punk rock | Punk Metal | country | dark country | pop,,,ok,,,
Will Smith,41qil2VaGbD194gaEcmmyx,rap,,review,,,12,Hip-Hop | rap | pop | rnb | hip hop | american | Will Smith | 90s,,,ok,,,
[ingenting],6nceGL5HhapgE9AJvlZK1l,rock,,review,,,1,swedish | indie | pop | indie pop | svenskt | Sweden | swedish indierockpop | dream pop,,,ok,,,
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,alternative,,review,,,11,pop | indie | indie pop | my top songs | pop rock | indie rock | american | USA,,,ok,,,
Lucy Pearl,0OUXTnqjvTg4iZ7Lhq6vv7,soul,,review,,,2,soul | rnb | Neo-Soul | funk | Neo Soul | Lucy Pearl | female vocalists | Hip-Hop,,,ok,,,
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,pop,,review,,,18,pop | female vocalists | rock | X factor | pop rock | indie | alternative | american,,,ok,,,
Hadestown Original Broadway Company,3brvz8iY9RVIbbM8KDb3hH,,,review,,,2,,,,error,,,
Son Volt,7AhDVqsNA5q46WKsRPXvoe,country,,review,,,3,Alt-country | americana | country | rock | alt country | fuck i cannot explain this tag | Post Core | electrifyin,,,ok,,,
Tanlines,7pW390CJdmhakvtcGZIqGP,alternative,,review,,,3,electronic | chillwave | indietronica | electro | indie | Brooklyn | experimental | Music for various kinds of sex,,,ok,,,
Sammy Brue,07UNjwKXGW68cGvs4ifQlk,pop,,review,,,1,folk | indie | singer-songwriter | indie pop | indie rock | USA |  folk | ogden,,,ok,,,
Sean Stemaly,2dZ1l4hWgtbMS0N5T9Oalb,pop,,review,,,6,country,,,ok,,,
Drax Project,6S0IvKlvPMX1RtAYtVpUV8,pop,,review,,,1,pop | electronic | alternative | New Zealand | alternative pop | jazz | Hip-Hop | rnb,,,ok,,,
Job Kurian,4rJY6amSC7TWtV9oifBnrS,pop,,review,,,1,india | Indian | mollywood | Malayalam | trivandrum | playback singer | Thiruvananthapuram | born in Alappuzha,,,ok,,,
Björn Afzelius,0PXQ16KY3iwdfvluCikdn0,pop,,review,,,2,swedish | singer-songwriter | progg | political | rock | scandinavian | folk | nordic,,,ok,,,
Deborah Cox,601893mmW5hl1FBOykWZHG,soul,,review,,,1,rnb | soul | female vocalists | pop | dance | Canadian | 90s | deborah cox,,,ok,,,
Kudai,0Wnd6L0qEnk8jiCIHrWXaC,pop,,review,,,3,pop | latin | spanish | pop rock | chile | rock | chilean | emo,,,ok,,,
Chuck Girard,1WiGR2TtxJcKqsPpOaaIYF,rock,,christian,,,2,christian | pop | inspirational | praise and worship | Jesus Movement | worship | 70s | chuck girard,christian,christian,ok,worship,high,praise and worship | worship
Sophie Zelmani,59hh4MU8JBy0tvPlhz5fzk,,,review,,,11,singer-songwriter | female vocalists | swedish | acoustic | pop | folk | indie | Sophie Zelmani,,,ok,,,
Frankie Laine,3cgO5CdhEHKMxldjZlP5ix,rock,,review,,,2,country | 50s | oldies | male vocalists | crooners | Frankie Laine | jazz | american,,,ok,,,
Whiskey Myers,26opZSJcXshCmCwxgZQmBc,country,,review,,,44,Southern Rock | country rock | country | texas | rock | blues rock | USA | texas country,,,ok,,,
Sondre Justad,3a0gvZAydt98HKVbGb0V67,pop,,review,,,1,norwegian | scandinavian | Norway | norsk | nordic | pop | All | Artists I have seen Live,,,ok,,,
"Dave Dee, Dozy, Beaky, Mick & Tich",3tKmZgJAXrog8SnYpzWSbe,,,review,,,6,60s | classic rock | oldies | british | pop | rock | british invasion | dave dee,,,ok,,,
Telecast,6ynEpYZLX5Iqsf89NhKFyZ,alternative,,christian,,,1,christian | christian rock | alternative | indie | rock | worship | pop rock | Modern worship,christian,christian,ok,worship,high,worship
Daphne Willis,40Qm9cpj6FlrkoL1sziJ2S,pop,,review,,,4,singer-songwriter | kgrl | chicago | acoustic | female vocalists | folk | singer-songwriters | american,,,ok,,,
Remzcore,0mv06HWAJhV6nK7zd2eZwp,,,review,,,1,frenchcore | hardcore | electronic | speedcore,,,ok,,,
Dave Grohl,7mRVAzlt1fAAR9Cut6Rq8c,rock,,review,,,2,rock | alternative | I love them | alternative rock | Dave Grohl | Grunge | foo fighters | american,,,ok,,,
