"track_name","picked_artist","method"
"Mosaic MSC - May God Be Everywhere I Go (Live)","Mosaic MSC","left_matches_ref"
"Jon Neufeld - Great Are You Lord","Jon Neufeld","fallback_left_shorter_or_equal"
"LIFE Worship - Closer (Live)","LIFE Worship","left_matches_ref"
"LIFE Worship - Nothing Here Is Broken (Live)","LIFE Worship","left_matches_ref"
"LIFE Worship - Holy (Live)","LIFE Worship","left_matches_ref"
"Justin Jarvis - Here We Are (Live)","Justin Jarvis","fallback_left_shorter_or_equal"
"Chris McClarney - Your Love is Everything","Chris McClarney","left_matches_ref"
"HTC Music - Always (Your Love)","HTC Music","fallback_left_shorter_or_equal"
"Jake Hamilton - New Song (Worshipping Warriors)","Jake Hamilton","left_matches_ref"
"NewSpring Worship - My God, My Father","NewSpring Worship","fallback_left_shorter_or_equal"
"Equippers Church - Always","Always","fallback_right_shorter"
"North Point Worship ? Seth Condrey - Death Was Arrested","Death Was Arrested","fallback_right_shorter"
"Bryan & Katie Torwalt - Mountain","Bryan & Katie Torwalt","left_matches_ref"
"Chris Quilala - Because Of Your Love","Chris Quilala","left_matches_ref"
"Lawson Bates ? Emily Ann Roberts - I Have Decided","I Have Decided","fallback_right_shorter"
"Foursquare Worship - Seek You","Seek You","fallback_right_shorter"
"Amanda Cook - Mercy","Amanda Cook","left_matches_ref"
"Elevation Worship - Resurrecting (Live)","Elevation Worship","left_matches_ref"
"Phil Wickham ? Chris Quilala - Your Love Awakens Me","Your Love Awakens Me","fallback_right_shorter"
"Elevation Worship - Grace Like a Wave","Elevation Worship","left_matches_ref"
"Israel & New Breed - Risen","Israel & New Breed","left_matches_ref"
"Elevation Worship - Do It Again","Elevation Worship","left_matches_ref"
"NCU Worship Live ? Brianna Buttrey - Love of God","Love of God","fallback_right_shorter"
"The Summit Church ? Kat Robertson - God, Forevermore (feat. Kat Robertson)","The Summit Church ? Kat Robertson","fallback_left_shorter_or_equal"
"!Audacious Band - Alive","Alive","fallback_right_shorter"
"Jordan Howerton Band - You're Good","You're Good","fallback_right_shorter"
"Passion ? Kristian Stanfill - Simple Pursuit (Radio Edit)","Passion ? Kristian Stanfill","fallback_left_shorter_or_equal"
"Harvest Worship - King of My Heart (Live)","Harvest Worship","fallback_left_shorter_or_equal"
"Steffany Gretzinger - Out of Hiding","Out of Hiding","fallback_right_shorter"
"The Worship Initiative and Shane & Shane - O Come to the Altar","O Come to the Altar","fallback_right_shorter"
"Tim Timmons - All I Really Want","Tim Timmons","fallback_left_shorter_or_equal"
"Nate Hale - Psalm 13","Psalm 13","fallback_right_shorter"
"CHURCHOUSE - Praise the King (Live)","CHURCHOUSE","fallback_left_shorter_or_equal"
"The Anchor Fellowship - I Breathe You in, God","The Anchor Fellowship","fallback_left_shorter_or_equal"
"Matt Gilman - As the Deer","Matt Gilman","left_matches_ref"
"LIFE Worship - Wide Open Space (Live)","LIFE Worship","left_matches_ref"
"SEU Worship - Grace Unfolds","SEU Worship","fallback_left_shorter_or_equal"
"New Hope Oahu ? Jana Anguay Alcain - Future + Hope","Future + Hope","fallback_right_shorter"
"Anthony Evans - Back to Life","Back to Life","fallback_right_shorter"
"Kutless ? John Mark McMillian ? Sarah Kathryn McMillian - King of My Heart","King of My Heart","fallback_right_shorter"
"Jason Upton - Whisper","Jason Upton","left_matches_ref"
"We Turn Our Eyes - Tommee Profitt Band feat. Brooke Griffith","We Turn Our Eyes","fallback_left_shorter_or_equal"
"Kees Kraayenoord ? Reyer - Slave to Sovereign (Live)","Kees Kraayenoord ? Reyer","fallback_left_shorter_or_equal"
"Bethel Worship Arts - High Above It All (feat. Cidney Dobrodt)","Bethel Worship Arts","fallback_left_shorter_or_equal"
"Rising Worship ? Wes Compton ? Jake Ledwell - Though You Slay Me (Acoustic)","Though You Slay Me (Acoustic)","fallback_right_shorter"
"Worship Central Australia - First Place","First Place","fallback_right_shorter"
"Jimi Cravity - Hallelujah","Jimi Cravity","left_matches_ref"
"ONE A Worship Collective ? Ryan Williams - Like Never Before (Live)","Like Never Before (Live)","fallback_right_shorter"
"Aaron Keyes - Sovereign Over Us (Live)","Aaron Keyes","left_matches_ref"
"Elevation Youth & Southland - Who You Are (Live at Encounter Camp)","Elevation Youth & Southland","fallback_left_shorter_or_equal"
"Zach Neese - We Trust in Jesus","Zach Neese","fallback_left_shorter_or_equal"
"Zach Neese - That's My God","Zach Neese","fallback_left_shorter_or_equal"
"Citipointe Worship ? Chardon Lewis - Presence Power Glory (Acoustic)","Presence Power Glory (Acoustic)","fallback_right_shorter"
"Harbourside Worship - Spirit Break In Me","Harbourside Worship","left_matches_ref"
"Bryan & Katie Torwalt - Champion","Bryan & Katie Torwalt","left_matches_ref"
"one sonic society - Just To Be With You","one sonic society","fallback_left_shorter_or_equal"
"one sonic society - Great Are You Lord","one sonic society","fallback_left_shorter_or_equal"
"10,000 Fathers - Captivating (feat. Micah Massey & David Walker)","10,000 Fathers","fallback_left_shorter_or_equal"
"10,000 Fathers - Refuge (feat. Brett Stanfill)","10,000 Fathers","fallback_left_shorter_or_equal"
"Zealand Worship - Lead Us to Your Heart","Zealand Worship","fallback_left_shorter_or_equal"
"Jimmy McNeal - Jesus Is Better","Jimmy McNeal","fallback_left_shorter_or_equal"
"Dan Bremnes - At Your Feet (Surrender)","Dan Bremnes","left_matches_ref"
"Gateway Devotions ? Cody Carnes - Living Water","Living Water","fallback_right_shorter"
"Ryan Axtell - Reign in Me","Ryan Axtell","fallback_left_shorter_or_equal"
"Saddleback Worship - Above","Above","fallback_right_shorter"
"C3 SYD - Psalm 84 (Acoustic)","C3 SYD","fallback_left_shorter_or_equal"
"Laura Story - Death Was Arrested","Laura Story","left_matches_ref"
"Corey Voss - Praise the King","Corey Voss","fallback_left_shorter_or_equal"
"Watermark Worship - Place of Freedom","Place of Freedom","fallback_right_shorter"
"The New Collective ? Chelsea Phillips - He Is Yahweh (feat. Chelsea Phillips)","The New Collective ? Chelsea Phillips","fallback_left_shorter_or_equal"
"Adam Bitter - Rest in God Alone","Adam Bitter","fallback_left_shorter_or_equal"
"Housefires - On and On","Housefires","left_matches_ref"
"Brett Younker - All Things New (Acoustic)","Brett Younker","left_matches_ref"
"Covenant Worship - Take Heart (Live)","Covenant Worship","left_matches_ref"
"Freedom Church - Here Now","Here Now","fallback_right_shorter"
"River Valley Worship ? Ryan Williams - No Wonder (Roar of the Rugged Cross)","River Valley Worship ? Ryan Williams","fallback_left_shorter_or_equal"
"Chris & Bethany Solyntjes - Refuge","Refuge","fallback_right_shorter"
"Meredith Andrews - I Look to the King","Meredith Andrews","left_matches_ref"
"Jesus Culture ? Kim Walker-Smith - Alive In You (Live)","Alive In You (Live)","fallback_right_shorter"
"Skyhook - With Everything","Skyhook","fallback_left_shorter_or_equal"
"Sarah McMillan - King Of My Heart (Live)","Sarah McMillan","fallback_left_shorter_or_equal"
"Aaron Shust - Ever Be","Aaron Shust","left_matches_ref"
"Citipointe Worship ? Chardon Lewis - Presence Power Glory (Acoustic)","Presence Power Glory (Acoustic)","fallback_right_shorter"
"The Rock Music ? Steele Croswhite - Your Beauty","Your Beauty","fallback_right_shorter"
"Chapel Band - One & Only (Live)","Chapel Band","fallback_left_shorter_or_equal"
"Bread & Wine & Ben Smith - Never Met a Father (Live)","Bread & Wine & Ben Smith","fallback_left_shorter_or_equal"
"Freedom Church - Awake","Awake","fallback_right_shorter"
"Anchor Worship - Heart Cry Out","Heart Cry Out","fallback_right_shorter"
"Curate Music - Shine","Shine","fallback_right_shorter"
"Antioch Music - Resurrection","Resurrection","fallback_right_shorter"
"Hillsong Young & Free ? Aodh?n King - Only Wanna Sing (Acoustic)","Only Wanna Sing (Acoustic)","fallback_right_shorter"
"Hillsong Young & Free ? Aodh?n King - In Your Eyes (Acoustic Version)","In Your Eyes (Acoustic Version)","fallback_right_shorter"
"Hillsong Young & Free ? Alexander Pappas - Real Love (Acoustic Version)","Real Love (Acoustic Version)","fallback_right_shorter"
"Hillsong Young & Free - Where You Are (Acoustic)","Hillsong Young & Free","left_matches_ref"
"Liberty Worship Collective - Run","Run","fallback_right_shorter"
"Kerrie Roberts - Boundless","Boundless","fallback_right_shorter"
"FOCUS ? Shaun Garrison ? Sarah Kroger - God Alone (feat. Shaun Garrison & Sarah Kroger)","FOCUS ? Shaun Garrison ? Sarah Kroger","fallback_left_shorter_or_equal"
"Newport - Chasing Your Heart","Newport","fallback_left_shorter_or_equal"
"Stars Go Dim - Doxology","Doxology","fallback_right_shorter"
"Essential Worship - He Shall Reign Forevermore","Essential Worship","fallback_left_shorter_or_equal"
"I AM FUTURE - You Reign","I AM FUTURE","left_matches_ref"
"Gateway Worship ? Anna Byrd - Love Has Found Us (Live)","Love Has Found Us (Live)","fallback_right_shorter"
"Ramp Worship - Joy (feat. Catherine Mullins)","Ramp Worship","fallback_left_shorter_or_equal"
"Dustin Smith - Coming Alive (Live)","Dustin Smith","left_matches_ref"
"Jake Hamilton - The Anthem","Jake Hamilton","left_matches_ref"
"Kingdom - Victorious (Acoustic)","Kingdom","fallback_left_shorter_or_equal"
"Matt Redman - Mercy (Radio Version)","Matt Redman","fallback_left_shorter_or_equal"
"Awaken Worship - Christ Has Won","Awaken Worship","fallback_left_shorter_or_equal"
"Charles Billingsley - Victory (The Blood of Jesus)","Charles Billingsley","left_matches_ref"
"Boyce Vocal Band - He Will Hold Me Fast","Boyce Vocal Band","fallback_left_shorter_or_equal"
"Lakewood Music - Live in the Wonderful","Lakewood Music","fallback_left_shorter_or_equal"
"Hillsong Young & Free - Gracious Tempest (Live)","Hillsong Young & Free","left_matches_ref"
"Hillsong UNITED ? TAYA - Shadow Step","Shadow Step","fallback_right_shorter"
"Warr Acres - Pulse","Pulse","fallback_right_shorter"
"NewSpring Worship - Able","Able","fallback_right_shorter"
"Brenton Dowdy - Enthroned on Our Praises (Live)","Brenton Dowdy","fallback_left_shorter_or_equal"
"Healing Is Right ? Corey Voss - God Who Moves the Mountains","God Who Moves the Mountains","fallback_right_shorter"
"Voices of Lee - No Longer Slaves","Voices of Lee","fallback_left_shorter_or_equal"
"Feast Worship - You Are God","Feast Worship","left_matches_ref"
"Lead - God Of Miracles","Lead","fallback_left_shorter_or_equal"
"Central Bible College Worship Project - Love Came Down","Love Came Down","fallback_right_shorter"
"Hillsong UNITED ? Benjamin William Hastings - So Will I (100 Billion X)","So Will I (100 Billion X)","fallback_right_shorter"
"Ricardo Sanchez - I Call Your Name","Ricardo Sanchez","fallback_left_shorter_or_equal"
"Harvest Worship ? Joshua Seller - Your Kingdom Come","Your Kingdom Come","fallback_right_shorter"
"Meredith Andrews - Open Up the Heavens","Meredith Andrews","left_matches_ref"
"Worship Central ? Ben Cantelon - He Lives","He Lives","fallback_right_shorter"
"Fellowship Creative - No One Like","Fellowship Creative","left_matches_ref"
"Fellowship Creative - Grace On Top of Grace","Fellowship Creative","left_matches_ref"
"Sagebrush Music - Never Change","Never Change","fallback_right_shorter"
"Covenant Worship - The Battle Is Yours (Live)","Covenant Worship","left_matches_ref"
"River Valley Worship ? Clinton Allen ? Wesley Schrock - Do It Again","Do It Again","fallback_right_shorter"
"Pearl City Worship - Hold My Forever","Hold My Forever","fallback_right_shorter"
"The Fifth Service - You Just Don't Stop","The Fifth Service","fallback_left_shorter_or_equal"
"Justin Kintzel - We Are Yours","We Are Yours","fallback_right_shorter"
"All About Worship ? Michael Farren - God Most High","God Most High","fallback_right_shorter"
"All About Worship ? Rhyan Shirley - Great Is the Lord","Great Is the Lord","fallback_right_shorter"
"Travis Ryan - Holy Spirit Come (Live)","Travis Ryan","fallback_left_shorter_or_equal"
"Curt Vernon ? Julie Futch - Three Best Days / Set a Fire (Live)","Curt Vernon ? Julie Futch","fallback_left_shorter_or_equal"
"Will Morrison - Lord Let Your Glory Fall (Acoustic Version)","Will Morrison","fallback_left_shorter_or_equal"
"ICF Worship ? Luca Aprile - The Journey (Live)","The Journey (Live)","fallback_right_shorter"
"ICF Worship ? Debora Sita - Lighthouse (Holding On) (Live)","ICF Worship ? Debora Sita","fallback_left_shorter_or_equal"
"ICF Worship - Eyes On You (Live)","ICF Worship","fallback_left_shorter_or_equal"
"The Potter's House ? Planetshakers - We Are One (The Live Experience)","We Are One (The Live Experience)","fallback_right_shorter"
"Planetshakers - River [Live]","River [Live]","fallback_right_shorter"
"The Neverclaim - Our God Wins (Live)","The Neverclaim","fallback_left_shorter_or_equal"
"The Neverclaim - Breathe (Live)","The Neverclaim","fallback_left_shorter_or_equal"
"Rend Collective - Simplicity","Simplicity","fallback_right_shorter"
"Chapel Band - Break Through (Live)","Chapel Band","fallback_left_shorter_or_equal"
"Allan Scott - Grace on Top of Grace","Allan Scott","fallback_left_shorter_or_equal"
"Housefires - Great Is the Lord","Housefires","left_matches_ref"
"Housefires - Mountain to Valley","Housefires","left_matches_ref"
"BJ Putnam - Love Like Fire","BJ Putnam","fallback_left_shorter_or_equal"
"Run51 - No Other Name","Run51","fallback_left_shorter_or_equal"
"NLC Worship - Our God & Our King","NLC Worship","fallback_left_shorter_or_equal"
"Brady Toops - Glorious Name","Brady Toops","fallback_left_shorter_or_equal"
"Ultimate Call ? Michelle Danae ? Eddie James - Abba (feat. Michelle Danae)","Abba (feat. Michelle Danae)","fallback_right_shorter"
"Elevation Worship - Yours (Glory and Praise)","Elevation Worship","left_matches_ref"
"Worship Central ? Nick Herbert - Pray","Pray","fallback_right_shorter"
"Highlands Worship - Here I Surrender","Highlands Worship","left_matches_ref"
"Housefires - Yes and Amen","Housefires","left_matches_ref"
"The Rock Music ? Steele Croswhite - Running After Your Heart","Running After Your Heart","fallback_right_shorter"
"The Rock Music ? Steele Croswhite - Sing Your Praise","Sing Your Praise","fallback_right_shorter"
"The Rock Music ? Steele Croswhite - Rescue Me","Rescue Me","fallback_right_shorter"
"Urban Rescue - Kingdom","Kingdom","fallback_right_shorter"
"7eventh Time Down ? Chris Brown ? Mack Brock ? Steven Furtick ? Wade Joye - Only King Forever (Radio Edit)","Only King Forever (Radio Edit)","fallback_right_shorter"
"Emily Irene Fertig - Whole","Whole","fallback_right_shorter"
"We the Union - The Most Beautiful Place on Earth","We the Union","fallback_left_shorter_or_equal"
"Fellowship Creative - You","Fellowship Creative","left_matches_ref"
"AntiochLIVE - To You Be the Glory","AntiochLIVE","fallback_left_shorter_or_equal"
"Awakening Worship - Awaken Me (Live)","Awaken Me (Live)","fallback_right_shorter"
"Jaye Thomas - Beautiful Mystery","Jaye Thomas","left_matches_ref"
"Aaron Gillespie ? Philip Matthew Crocker ? Michael Nathanael Finochio - Praise Him","Praise Him","fallback_right_shorter"
"Saddleback Worship - Matchless","Matchless","fallback_right_shorter"
"Matt Redman ? Tasha Cobbs Leonard - Gracefully Broken","Gracefully Broken","fallback_right_shorter"
"Jarod Espy - Kingdom's Cause","Jarod Espy","fallback_left_shorter_or_equal"
"Forerunner Music & Brandon Oaks - Even When (Live)","Even When (Live)","fallback_right_shorter"
"Vertical Worship ? Jon Guerra - Not for a Moment (After All) (Live)","Vertical Worship ? Jon Guerra","fallback_left_shorter_or_equal"
"Jordan Howerton Band - Made New","Made New","fallback_right_shorter"
"Life Church Music - The Anchor (Live)","Life Church Music","fallback_left_shorter_or_equal"
"Michael W. Smith ? Kari Jobe - The One That Really Matters","The One That Really Matters","fallback_right_shorter"
"I AM THEY - Here's My Heart","I AM THEY","left_matches_ref"
"Lindy Conant ? The Circuit Riders - Take Courage","Take Courage","fallback_right_shorter"
"Hillsong Worship - Grace To Grace","Hillsong Worship","left_matches_ref"
"Austin & Lindsey Adamec - Lost in You","Lost in You","fallback_right_shorter"
"UPPERROOM - You Satisfy (Live) (feat. Elyssa Smith)","UPPERROOM","fallback_left_shorter_or_equal"
"Free Worship - Forever You Are Good","Free Worship","fallback_left_shorter_or_equal"
"Destination Worship - Take Over","Take Over","fallback_right_shorter"
"Rachael Skrobot - Worthy of It All (Live)","Rachael Skrobot","fallback_left_shorter_or_equal"
"Citipointe Worship ? Beau Lamshed - Lion (Live)","Lion (Live)","fallback_right_shorter"
"10,000 Fathers - Heaven and Earth (feat. Micah Massey)","10,000 Fathers","fallback_left_shorter_or_equal"
"one sonic society - A Billion Stars","A Billion Stars","fallback_right_shorter"
"Rick Cua - Halls Of Heaven","Rick Cua","fallback_left_shorter_or_equal"
"Lifepoint Worship - Closer","Closer","fallback_right_shorter"
"Young Oceans - Come Holy One","Young Oceans","fallback_left_shorter_or_equal"
"Vineyard Worship ? Dana Masters - No Longer Strangers (Live from St. Albans)","Vineyard Worship ? Dana Masters","fallback_left_shorter_or_equal"
"Nichole Nordeman ? Plumb - Not To Us","Not To Us","fallback_right_shorter"
"SEU Worship ? Ryan Len Johnson - Love Wins (Live)","Love Wins (Live)","fallback_right_shorter"
"SEU Worship ? Ryan Len Johnson - The Fullness (Live)","The Fullness (Live)","fallback_right_shorter"
"SEU Worship ? David Ryan Cook ? Ryan Len Johnson - Sanctuary (Live)","Sanctuary (Live)","fallback_right_shorter"
"Iron Bell Music - God That Saves","Iron Bell Music","left_matches_ref"
"Iron Bell Music - Your Love Is A Fortress","Iron Bell Music","left_matches_ref"
"For All Seasons - Salvation's Melody (Live)","For All Seasons","left_matches_ref"
"Amanda Cook - Heroes","Amanda Cook","left_matches_ref"
"Iron Bell Music - Fall Away","Iron Bell Music","left_matches_ref"
"Lifepoint Worship - Holy Spirit Come","Holy Spirit Come","fallback_right_shorter"
"Derek Johnson - Our Salvation","Derek Johnson","left_matches_ref"
"Hope Chapel - Let Your Praise Begin","Hope Chapel","fallback_left_shorter_or_equal"
"Hope Chapel - Hear My Cry","Hope Chapel","fallback_left_shorter_or_equal"
"Hope Chapel - I Know You Are With Me","Hope Chapel","fallback_left_shorter_or_equal"
"Hope Chapel - I Found A Savior","Hope Chapel","fallback_left_shorter_or_equal"
"Hope Chapel - Overcome","Overcome","fallback_right_shorter"
"Gateway Devotions ? Zachary Cheatham - Won My Heart","Won My Heart","fallback_right_shorter"
"Jesus Culture ? Kim Walker-Smith - In The River (Live)","In The River (Live)","fallback_right_shorter"
"Iron Bell Music - Sons And Daughters","Iron Bell Music","left_matches_ref"
"ACC Worship - Constant","Constant","fallback_right_shorter"
"Open Heaven - Heaven On Earth (Live)","Open Heaven","fallback_left_shorter_or_equal"
"!Audacious Band - Dry Bones","Dry Bones","fallback_right_shorter"
"Covenant Worship - Gate of Heaven (Live)","Covenant Worship","left_matches_ref"
"Northwest Collective ? The Modern Post ? Dustin Kensrue - Grace Alone (Live)","Grace Alone (Live)","fallback_right_shorter"
"Of the Land ? Joel S. Ramirez - Why Should I Fear?","Why Should I Fear?","fallback_right_shorter"
"Jeremy Lowe - Jeremiah 29:11 (Live)","Jeremy Lowe","fallback_left_shorter_or_equal"
"The Evidence - Lost and Found","Lost and Found","right_matches_ref"
"Pursue Worship - Still the King (Live)","Pursue Worship","fallback_left_shorter_or_equal"
"12Stone Worship - Awakening (Let Your Glory Fall)","12Stone Worship","fallback_left_shorter_or_equal"
"LeeU Worship - Overcome","Overcome","fallback_right_shorter"
"Tom Eccleshall & KXC - Sing It Out (He's Alive)","Tom Eccleshall & KXC","fallback_left_shorter_or_equal"
"Andy & Rachel Graham - Covenant","Covenant","fallback_right_shorter"
"Selah - Unfailing Father","Selah","fallback_left_shorter_or_equal"
"Daniel Bashta - Praise the Lord / Rejoice (Live) (feat. Eb Cole)","Daniel Bashta","left_matches_ref"
"Matt Littlejohn Band - Rivers","Rivers","fallback_right_shorter"
"Thine Worship - All Glory Is Yours","Thine Worship","fallback_left_shorter_or_equal"
"Informants - Complete","Complete","fallback_right_shorter"
"Freedom Worship - Dance on the Grave","Freedom Worship","fallback_left_shorter_or_equal"
"Kim Walker-Smith - Brave Surrender","Kim Walker-Smith","left_matches_ref"
"Kim Walker-Smith - You Define Me","Kim Walker-Smith","left_matches_ref"
"Christ For The Nations Worship ? Amber Trent - At the Name of Jesus (Live)","At the Name of Jesus (Live)","fallback_right_shorter"
"Christ For The Nations Worship ? Faith Schneider - Come Have Your Way (Live)","Come Have Your Way (Live)","fallback_right_shorter"
"Kristene DiMarco - Hope Is Alive","Kristene DiMarco","left_matches_ref"
"Evergreen Music ? Cole Bayer - Waiting (feat. Cole Bayer)","Waiting (feat. Cole Bayer)","fallback_right_shorter"
"North Point Worship ? Clay Finnesand - Giants (Nothing's Impossible) (feat. Clay Finnesand) (Live)","North Point Worship ? Clay Finnesand","fallback_left_shorter_or_equal"
"North Point Worship ? Seth Condrey - I Fall (feat. Seth Condrey) (Live)","North Point Worship ? Seth Condrey","fallback_left_shorter_or_equal"
"Bright City - Your Love","Bright City","left_matches_ref"
"Mid-Cities Worship - Closer","Closer","fallback_right_shorter"
"Fee ? Casey Parnell ? Corey Parnell - The Beauty of the Cross","The Beauty of the Cross","fallback_right_shorter"
"Cory Asbury - Reckless Love","Cory Asbury","left_matches_ref"
"Paul Baloche - Psalm 92 (It Is Good)","Paul Baloche","fallback_left_shorter_or_equal"
"YouthQuake Worship - Something New (Stripped)","YouthQuake Worship","fallback_left_shorter_or_equal"
"Anabeth Morgan - Fix Our Eyes","Fix Our Eyes","fallback_right_shorter"
"Rob Eisner - Arms","Arms","fallback_right_shorter"
"River Valley Worship ? Wesley Schrock ? Evan John ? Aaron Johnson ? Ryan Williams - World Needs Jesus","World Needs Jesus","fallback_right_shorter"
"Anabeth Morgan - We Press In","We Press In","fallback_right_shorter"
"For All Seasons - Bigger Than (Live)","For All Seasons","left_matches_ref"
"C3 SYD - Your Name","C3 SYD","fallback_left_shorter_or_equal"
"Riley Erin - Overwhelm Me (Lost in You) (Live)","Riley Erin","fallback_left_shorter_or_equal"
"Antioch Norman ? Jonny Hupp - After All (feat. Jonny Hupp)","Antioch Norman ? Jonny Hupp","fallback_left_shorter_or_equal"
"10,000 Fathers - Peace on Earth (feat. Micah Massey)","10,000 Fathers","fallback_left_shorter_or_equal"
"Charity Gayle - Divine Exchange (feat. Corey Voss)","Charity Gayle","fallback_left_shorter_or_equal"
"Laity - A Call for the Called","Laity","fallback_left_shorter_or_equal"
"Citipointe Worship ? Chardon Lewis - Into The Deep (Live)","Into The Deep (Live)","fallback_right_shorter"
"First Free Music ? Aaron Luttenegger - Awake / / Alive (feat. Aaron Luttenegger)","First Free Music ? Aaron Luttenegger","fallback_left_shorter_or_equal"
"Celebration Worship ? Lindsey Brenner - Victory (feat. Lindsey Brenner)","Victory (feat. Lindsey Brenner)","fallback_right_shorter"
"Hillsong Worship ? Brooke Ligertwood ? Reuben Morgan - Who You Say I Am (Live)","Who You Say I Am (Live)","fallback_right_shorter"
"Bright City - Rock of Our Salvation","Bright City","left_matches_ref"
"Mack Brock - Greater Things","Mack Brock","left_matches_ref"
"Harvest - Nothing I Hold Onto","Harvest","fallback_left_shorter_or_equal"
"Lifepoint Worship - Closer","Closer","fallback_right_shorter"
"Ryan Ellis - Oh Lord You're Good (Live)","Ryan Ellis","fallback_left_shorter_or_equal"
"C3 Toronto Worship - Refuge","Refuge","fallback_right_shorter"
"Mark & Sarah Tillman - Love Unshakable","Love Unshakable","fallback_right_shorter"
"Open Heaven - Lion Of Judah","Open Heaven","fallback_left_shorter_or_equal"
"InSalvation - Fix MY Eyes On You","InSalvation","fallback_left_shorter_or_equal"
"Bethany Music - Loud (Live)","Loud (Live)","fallback_right_shorter"
"G12 Worship - Blood of Jesus","G12 Worship","fallback_left_shorter_or_equal"
"TFH Worship - Awe & Wonder (Live)","TFH Worship","fallback_left_shorter_or_equal"
"Elevate Live ? Tiffany Adams ? Alyssa Sohn - Captivated (feat. Tiffany Adams & Alyssa Sohn)","Elevate Live ? Tiffany Adams ? Alyssa Sohn","fallback_left_shorter_or_equal"
"The Voyage - I'll Wait for You","The Voyage","fallback_left_shorter_or_equal"
"Wave Church Worship - On & On (Live)","On & On (Live)","fallback_right_shorter"
"Rootsdeepdown ? Ethan & Chelsea Fenton - Creation Cries Out (Live)","Creation Cries Out (Live)","fallback_right_shorter"
"Passion ? Kristian Stanfill - More Like Jesus (Live)","More Like Jesus (Live)","fallback_right_shorter"
"New Hope New York - Living Word (Live)","New Hope New York","fallback_left_shorter_or_equal"
"Meredith Hobbs - Living Hope","Living Hope","fallback_right_shorter"
"Southside Worship - Faithful to the End","Southside Worship","fallback_left_shorter_or_equal"
"Fellowship Student Ministry Worship - Found in You","Found in You","fallback_right_shorter"
"Hillsong Worship - Anchor (Live)","Hillsong Worship","left_matches_ref"
"Vertical Worship - Yes I Will","Yes I Will","fallback_right_shorter"
"Josh McCabe - More Of You","Josh McCabe","fallback_left_shorter_or_equal"
"Andrew Peterson - His Heart Beats","Andrew Peterson","left_matches_ref"
"Christian Cuevas - White Flag","White Flag","fallback_right_shorter"
"Christ For The Nations Worship ? Gabriel Allred - Melody of Love (Live)","Melody of Love (Live)","fallback_right_shorter"
"Christ For The Nations Worship ? Leeland Mooring - Melody of Love (Reprise) (Live)","Melody of Love (Reprise) (Live)","fallback_right_shorter"
"Mass Anthem - Reckless Love / Even If","Mass Anthem","fallback_left_shorter_or_equal"
"Daniel Bashta - Drenched in Love (Live)","Daniel Bashta","left_matches_ref"
"For All Seasons ? Seth Mosley ? Mike ""X"" O'Conner - Bigger Than","Bigger Than","fallback_right_shorter"
"Fearless BND - White Flag","White Flag","fallback_right_shorter"
"Rachael Skrobot - There's Never Been a Time (Live)","Rachael Skrobot","fallback_left_shorter_or_equal"
"Breakaway Ministries - Draw Near","Draw Near","fallback_right_shorter"
"VOUS Worship - Mystery (Hidden Things)","VOUS Worship","fallback_left_shorter_or_equal"
"Vineyard Worship ? Sarah Elmer - Wear the Crown","Wear the Crown","fallback_right_shorter"
"Central Live - Greater (Live)","Central Live","fallback_left_shorter_or_equal"
"Covenant Worship - Sand and Stars (Live)","Covenant Worship","left_matches_ref"
"Foursquare Worship - Have Me (Live)","Have Me (Live)","fallback_right_shorter"
"Grace City - Word Alive (feat. Kenzie McGinnis)","Grace City","fallback_left_shorter_or_equal"
"EQ Worship - We Long for You [Live] (feat. Zach Lamberson)","EQ Worship","fallback_left_shorter_or_equal"
"Pat Barrett - God Is So Good (You Are Worthy)","Pat Barrett","fallback_left_shorter_or_equal"
"Pat Barrett - The Way (New Horizon)","Pat Barrett","fallback_left_shorter_or_equal"
"River Valley Worship ? KK Brink ? Ryan Williams ? Evan John ? Clinton Allen ? Michael Fatkin - Wanna Be Like You","Wanna Be Like You","fallback_right_shorter"
"River Valley Worship ? Ryan Williams ? Evan John ? Wesley Schrock ? Aaron Johnson ? Michael Fatkin - Million Lifetimes","Million Lifetimes","fallback_right_shorter"
"The Belonging Co ? Natalie Grant - Isn't He (This Jesus)","Isn't He (This Jesus)","fallback_right_shorter"
"London Gatch ? London Weidberg Gatch ? Jesse Reeves ? Aaron Matthew Robertson - Jesus Only You","Jesus Only You","fallback_right_shorter"
"UPPERROOM ? Abbie Gamboa - Defender (Live)","Defender (Live)","fallback_right_shorter"
"Mosaic MSC - So I Sing","Mosaic MSC","left_matches_ref"
"Mosaic MSC - New Heart","Mosaic MSC","left_matches_ref"
"Ben Potter - Forevermore","Ben Potter","fallback_left_shorter_or_equal"
"Fresh Life Worship - Glory Roaring","Glory Roaring","fallback_right_shorter"
"Catch the Fire Toronto - The Simple Truth (feat. Ruth Preston)","Catch the Fire Toronto","fallback_left_shorter_or_equal"
"ARISE Worship - This Is Love","This Is Love","fallback_right_shorter"
"Kingdom Culture Worship ? Jessie-Rose Rayner ? Bradley Riddle - Perfect Love (Live)","Perfect Love (Live)","fallback_right_shorter"
"Pat Barrett - God Is So Good (You Are Worthy)","Pat Barrett","fallback_left_shorter_or_equal"
"Pat Barrett - The Way (New Horizon)","Pat Barrett","fallback_left_shorter_or_equal"
